PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
B,0.0,21.0,27.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,354.0,295.0,0.0,52.0,29.0,808.0
C04,0.0,84.0,90.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,14.0,4.0,0.0,2.0,2.0,0.0,256.0,212.0,3.0,1053.0,750.0,2481.0
C05,1.0,75.0,74.0,0.0,15.0,8.0,0.0,2.0,0.0,0.0,33.0,35.0,0.0,10.0,15.0,0.0,802.0,600.0,2.0,539.0,295.0,2506.0
CUBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
D,0.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,161.0,160.0,0.0,59.0,50.0,467.0
H,0.0,16.0,31.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,300.0,262.0,0.0,107.0,83.0,812.0
L,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,134.0,101.0,0.0,30.0,18.0,298.0
M,0.0,34.0,36.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0,1.0,1.0,0.0,557.0,491.0,0.0,104.0,85.0,1334.0
P,1.0,29.0,40.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,6.0,0.0,3.0,1.0,1.0,316.0,284.0,0.0,158.0,95.0,948.0
R,0.0,10.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,200.0,150.0,0.0,59.0,45.0,482.0
S,0.0,19.0,21.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0,0.0,340.0,287.0,0.0,16.0,11.0,710.0
SH,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,244.0,218.0,0.0,17.0,26.0,524.0
W,0.0,38.0,36.0,0.0,12.0,8.0,0.0,2.0,1.0,0.0,1.0,9.0,0.0,4.0,3.0,0.0,437.0,414.0,0.0,125.0,105.0,1195.0
WL,0.0,62.0,61.0,0.0,5.0,4.0,0.0,1.0,4.0,0.0,15.0,15.0,0.0,0.0,3.0,0.0,988.0,874.0,0.0,92.0,67.0,2191.0
TOTAL,2.0,413.0,454.0,0.0,55.0,33.0,0.0,9.0,8.0,0.0,108.0,105.0,0.0,25.0,29.0,3.0,5090.0,4348.0,5.0,2411.0,1659.0,14757.0
