AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,89.0,127.0,0.0,10.0,6.0,1.0,2.0,0.0,0.0,7.0,6.0,0.0,1.0,5.0,3.0,279.0,277.0,1.0,249.0,236.0,1299.0
25-29,0.0,40.0,52.0,0.0,7.0,2.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,298.0,258.0,0.0,295.0,214.0,1178.0
30-34,0.0,42.0,39.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,272.0,273.0,1.0,285.0,198.0,1124.0
35-39,0.0,31.0,38.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0,3.0,1.0,0.0,288.0,270.0,0.0,265.0,164.0,1075.0
40-44,0.0,28.0,43.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,3.0,4.0,0.0,254.0,245.0,0.0,255.0,154.0,998.0
45-49,1.0,50.0,43.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,320.0,302.0,0.0,231.0,185.0,1142.0
50-54,0.0,30.0,41.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,390.0,364.0,0.0,275.0,228.0,1343.0
55-59,0.0,45.0,41.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,440.0,390.0,0.0,258.0,209.0,1395.0
60-64,0.0,47.0,39.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,442.0,383.0,0.0,261.0,208.0,1392.0
65-OVER,1.0,59.0,76.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0,1320.0,1112.0,0.0,653.0,438.0,3677.0
TOTAL,2.0,461.0,539.0,0.0,40.0,25.0,1.0,9.0,4.0,0.0,41.0,26.0,0.0,14.0,15.0,6.0,4303.0,3874.0,2.0,3027.0,2234.0,14623.0
