AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,20.0,18.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,47.0,40.0,0.0,3.0,1.0,0.0,431.0,359.0,0.0,24.0,14.0,963.0
30-34,0.0,11.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,31.0,20.0,0.0,1.0,0.0,0.0,453.0,406.0,0.0,28.0,16.0,978.0
35-39,0.0,14.0,15.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,36.0,21.0,0.0,4.0,2.0,0.0,595.0,499.0,0.0,25.0,5.0,1223.0
40-44,0.0,16.0,9.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,26.0,17.0,0.0,4.0,3.0,0.0,649.0,606.0,0.0,29.0,18.0,1384.0
45-49,0.0,8.0,20.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,21.0,26.0,0.0,4.0,3.0,0.0,863.0,798.0,0.0,38.0,34.0,1824.0
50-54,0.0,18.0,7.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,22.0,38.0,0.0,4.0,4.0,0.0,834.0,820.0,0.0,38.0,36.0,1828.0
55-59,0.0,12.0,10.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,23.0,11.0,0.0,4.0,4.0,0.0,866.0,865.0,0.0,37.0,34.0,1871.0
60-64,0.0,14.0,15.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,7.0,6.0,0.0,1.0,3.0,0.0,877.0,753.0,0.0,39.0,26.0,1752.0
65-OVER,1.0,31.0,27.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,21.0,18.0,0.0,3.0,5.0,0.0,2258.0,2180.0,0.0,99.0,58.0,4710.0
TOTAL,1.0,144.0,130.0,0.0,23.0,27.0,0.0,7.0,7.0,0.0,234.0,197.0,0.0,28.0,25.0,0.0,7826.0,7286.0,0.0,357.0,241.0,16533.0
