AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,2.0,19.0,25.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,11.0,6.0,0.0,3.0,4.0,0.0,213.0,173.0,0.0,79.0,51.0,595.0
25-29,0.0,13.0,10.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,2.0,2.0,0.0,218.0,183.0,0.0,80.0,30.0,549.0
30-34,0.0,13.0,17.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,232.0,214.0,0.0,102.0,36.0,622.0
35-39,0.0,10.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,2.0,0.0,263.0,223.0,0.0,111.0,49.0,679.0
40-44,0.0,12.0,14.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,290.0,242.0,0.0,117.0,49.0,737.0
45-49,0.0,14.0,20.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,347.0,356.0,0.0,139.0,76.0,965.0
50-54,0.0,5.0,14.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,368.0,347.0,0.0,155.0,72.0,968.0
55-59,0.0,12.0,11.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,1.0,431.0,399.0,0.0,171.0,96.0,1133.0
60-64,1.0,16.0,16.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,5.0,2.0,1.0,466.0,413.0,0.0,171.0,106.0,1205.0
65-OVER,1.0,31.0,29.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,3.0,6.0,1.0,1520.0,1293.0,0.0,456.0,247.0,3604.0
TOTAL,4.0,145.0,165.0,0.0,22.0,15.0,0.0,5.0,4.0,0.0,33.0,29.0,0.0,22.0,25.0,4.0,4348.0,3843.0,0.0,1581.0,812.0,11057.0
