PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
001,0.0,69.0,75.0,1.0,14.0,12.0,0.0,0.0,4.0,0.0,43.0,24.0,0.0,15.0,16.0,0.0,789.0,703.0,0.0,54.0,38.0,1857.0
002,0.0,110.0,115.0,0.0,16.0,21.0,0.0,0.0,1.0,0.0,38.0,33.0,0.0,13.0,6.0,0.0,1335.0,1235.0,0.0,36.0,37.0,2996.0
003,1.0,76.0,77.0,0.0,9.0,6.0,0.0,1.0,0.0,0.0,13.0,19.0,0.0,5.0,3.0,1.0,941.0,906.0,0.0,13.0,12.0,2083.0
004,0.0,68.0,68.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,6.0,13.0,0.0,4.0,1.0,2.0,1082.0,976.0,0.0,7.0,7.0,2243.0
005,1.0,91.0,80.0,0.0,11.0,12.0,0.0,2.0,0.0,0.0,32.0,27.0,0.0,17.0,9.0,1.0,1088.0,1007.0,0.0,80.0,50.0,2508.0
006,1.0,110.0,90.0,0.0,24.0,33.0,0.0,3.0,4.0,0.0,95.0,59.0,0.0,31.0,36.0,1.0,984.0,937.0,0.0,292.0,217.0,2917.0
007,0.0,76.0,79.0,0.0,13.0,12.0,0.0,1.0,0.0,0.0,24.0,16.0,0.0,17.0,16.0,0.0,1064.0,996.0,0.0,85.0,58.0,2457.0
008,0.0,100.0,89.0,1.0,11.0,10.0,0.0,1.0,1.0,0.0,31.0,31.0,0.0,19.0,9.0,2.0,1299.0,1201.0,0.0,72.0,50.0,2927.0
009,3.0,95.0,119.0,0.0,21.0,5.0,0.0,1.0,0.0,0.0,29.0,24.0,0.0,16.0,10.0,2.0,1424.0,1285.0,0.0,58.0,34.0,3126.0
010,2.0,200.0,147.0,0.0,14.0,17.0,0.0,1.0,2.0,0.0,70.0,39.0,0.0,7.0,2.0,1.0,1605.0,1405.0,0.0,175.0,90.0,3777.0
011,1.0,96.0,91.0,1.0,27.0,18.0,0.0,0.0,0.0,0.0,68.0,49.0,0.0,18.0,11.0,2.0,802.0,690.0,0.0,212.0,115.0,2201.0
012,3.0,165.0,136.0,0.0,28.0,21.0,0.0,1.0,1.0,0.0,66.0,50.0,0.0,27.0,16.0,1.0,1500.0,1228.0,1.0,244.0,121.0,3609.0
013,0.0,90.0,88.0,0.0,6.0,5.0,0.0,1.0,1.0,0.0,14.0,13.0,0.0,3.0,1.0,0.0,1061.0,978.0,0.0,59.0,37.0,2357.0
014,0.0,14.0,14.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,1.0,238.0,233.0,0.0,2.0,0.0,515.0
015,2.0,70.0,59.0,0.0,11.0,16.0,0.0,4.0,0.0,1.0,21.0,17.0,0.0,12.0,11.0,0.0,763.0,675.0,0.0,90.0,62.0,1814.0
016,1.0,132.0,106.0,0.0,26.0,18.0,0.0,1.0,1.0,0.0,72.0,44.0,0.0,15.0,9.0,2.0,1244.0,1092.0,0.0,159.0,103.0,3025.0
018,0.0,124.0,153.0,0.0,10.0,12.0,0.0,1.0,0.0,1.0,21.0,29.0,0.0,10.0,7.0,4.0,1575.0,1471.0,0.0,32.0,26.0,3476.0
019,4.0,174.0,141.0,0.0,16.0,20.0,0.0,2.0,2.0,0.0,53.0,31.0,0.0,32.0,21.0,1.0,1643.0,1472.0,0.0,113.0,90.0,3815.0
020,1.0,78.0,79.0,0.0,5.0,9.0,0.0,0.0,1.0,0.0,20.0,12.0,0.0,5.0,4.0,0.0,960.0,898.0,0.0,19.0,15.0,2106.0
021,0.0,59.0,65.0,0.0,6.0,8.0,0.0,1.0,0.0,0.0,21.0,15.0,0.0,10.0,3.0,1.0,997.0,885.0,0.0,38.0,31.0,2140.0
022,1.0,46.0,49.0,0.0,7.0,9.0,0.0,0.0,1.0,0.0,25.0,17.0,0.0,8.0,4.0,1.0,606.0,601.0,0.0,39.0,29.0,1443.0
023,1.0,94.0,85.0,0.0,24.0,12.0,0.0,1.0,2.0,0.0,61.0,51.0,0.0,17.0,12.0,0.0,1126.0,1010.0,0.0,128.0,94.0,2718.0
024,2.0,176.0,178.0,0.0,25.0,13.0,0.0,3.0,1.0,0.0,82.0,67.0,0.0,12.0,23.0,1.0,1796.0,1481.0,1.0,265.0,174.0,4300.0
026,2.0,201.0,185.0,0.0,24.0,31.0,0.0,0.0,6.0,0.0,117.0,65.0,0.0,42.0,27.0,1.0,1882.0,1500.0,2.0,192.0,133.0,4410.0
027,1.0,123.0,127.0,0.0,12.0,10.0,0.0,3.0,0.0,0.0,30.0,19.0,0.0,18.0,15.0,0.0,1347.0,1244.0,0.0,62.0,48.0,3059.0
028,0.0,54.0,67.0,0.0,6.0,5.0,0.0,3.0,1.0,0.0,25.0,19.0,0.0,5.0,4.0,1.0,871.0,861.0,0.0,23.0,21.0,1966.0
029,0.0,79.0,80.0,0.0,7.0,7.0,0.0,1.0,1.0,0.0,30.0,13.0,0.0,11.0,11.0,0.0,891.0,791.0,1.0,91.0,58.0,2072.0
