AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,22.22,16.67,33.33,25.0,25.0,39.59,22.44,36.2
25-29,18.18,0.0,36.11,0.0,40.0,39.46,26.63,37.38
30-34,33.33,38.46,33.33,0.0,80.0,44.51,33.77,43.16
35-39,25.0,42.86,42.86,0.0,28.57,52.32,32.12,49.45
40-44,77.78,22.22,58.33,50.0,0.0,57.74,45.36,56.72
45-49,40.0,14.29,50.0,0.0,42.86,61.23,35.71,58.48
50-54,50.0,75.0,50.0,50.0,100.0,67.11,39.31,64.55
55-59,57.14,20.0,53.33,0.0,69.23,71.32,44.06,68.87
60-64,33.33,66.67,90.91,100.0,60.0,73.15,43.18,70.91
65-OVER,25.0,100.0,80.0,100.0,66.67,77.39,56.48,75.79
TOTAL,36.08,34.09,47.18,36.67,57.83,62.73,38.16,59.94
