PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
MARSHES OF GLYNN,33.33,59.81,51.35,57.14,51.61,57.22,37.38,55.51
SATILLA MARSH SCHOOL,50.0,58.01,47.37,16.67,43.48,59.63,47.96,57.78
BLYTHE ISLAND BAPTIST,53.85,54.14,19.23,60.0,31.25,63.41,36.1,59.84
CHRISTIAN RENEWAL,30.77,48.48,53.85,100.0,60.0,69.9,57.06,68.17
OGLETHORPE POINT,59.09,58.33,41.67,0.0,55.56,71.43,63.64,69.86
ST WILLIAMS CHURCH,56.52,45.31,47.62,100.0,45.83,69.36,53.54,67.26
FIRST BAPTIST,45.83,51.82,42.42,33.33,70.59,68.61,50.0,66.21
JEKYLL ISLAND,100.0,25.0,25.0,0.0,60.0,71.73,55.95,69.23
STERLING CH. OF GOD,26.09,53.52,27.84,0.0,32.35,47.69,30.71,45.78
SE BAPTIST BLDG,24.24,47.03,34.15,0.0,21.43,52.15,28.44,47.8
CAREER ACADEMY,51.85,53.25,23.81,66.67,50.0,58.95,36.96,55.44
C B GREER SCHOOL,28.57,47.2,41.49,50.0,37.14,57.28,41.35,52.76
BALLARD COMMUNITY,21.57,39.27,20.78,20.0,40.62,50.64,30.08,44.95
NORTHSIDE CHURCH,26.92,51.18,26.92,0.0,39.02,52.73,34.02,49.05
THE CHAPEL,40.74,43.06,21.52,33.33,43.33,43.92,24.7,40.79
COLLEGE PLACE,29.41,50.4,13.04,33.33,50.0,52.74,34.4,49.07
HOWARD COFFIN PARK,38.46,35.97,28.89,40.0,27.78,54.07,32.59,43.46
BURROUGHS MOLETTE,11.11,39.6,7.14,0.0,21.43,28.4,24.07,36.2
SELDEN PARK,0.0,38.9,14.29,0.0,9.09,38.36,20.89,35.95
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,35.02,45.02,30.1,37.31,40.0,59.81,38.74,53.67
