AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,23.0,32.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,17.0,12.0,0.0,8.0,11.0,0.0,299.0,283.0,2.0,553.0,341.0,1591.0
30-34,0.0,18.0,29.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,4.0,3.0,0.0,263.0,258.0,0.0,457.0,318.0,1381.0
35-39,1.0,23.0,28.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,8.0,13.0,0.0,2.0,4.0,0.0,259.0,236.0,0.0,450.0,259.0,1293.0
40-44,0.0,20.0,22.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,4.0,3.0,0.0,249.0,229.0,0.0,418.0,284.0,1254.0
45-49,0.0,28.0,29.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0,4.0,2.0,0.0,286.0,263.0,1.0,417.0,291.0,1342.0
50-54,0.0,26.0,15.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,4.0,8.0,0.0,370.0,308.0,0.0,446.0,313.0,1509.0
55-59,0.0,21.0,22.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,9.0,0.0,10.0,3.0,0.0,357.0,339.0,1.0,440.0,286.0,1499.0
60-64,0.0,20.0,24.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,4.0,3.0,0.0,409.0,335.0,0.0,371.0,251.0,1434.0
65-OVER,0.0,31.0,32.0,0.0,8.0,7.0,0.0,1.0,0.0,0.0,8.0,8.0,0.0,6.0,6.0,0.0,1516.0,1186.0,0.0,977.0,575.0,4361.0
TOTAL,1.0,210.0,233.0,0.0,41.0,33.0,0.0,3.0,3.0,0.0,83.0,72.0,0.0,46.0,43.0,0.0,4008.0,3437.0,4.0,4529.0,2918.0,15664.0
