AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,115.0,1833.0,1485.0,7.0,467.0,265.0,0.0,32.0,27.0,3.0,862.0,607.0,9.0,939.0,681.0,68.0,6810.0,5533.0,49.0,8102.0,5115.0,33009.0
25-29,67.0,2372.0,1889.0,3.0,517.0,316.0,0.0,21.0,14.0,5.0,773.0,622.0,0.0,603.0,571.0,47.0,8787.0,7758.0,16.0,8666.0,4632.0,37679.0
30-34,72.0,2734.0,2273.0,5.0,466.0,305.0,0.0,29.0,21.0,6.0,574.0,416.0,5.0,634.0,493.0,34.0,8116.0,7905.0,15.0,9369.0,5397.0,38869.0
35-39,34.0,3110.0,2479.0,4.0,516.0,321.0,0.0,21.0,12.0,0.0,512.0,378.0,4.0,670.0,460.0,18.0,7226.0,6909.0,7.0,10258.0,5899.0,38838.0
40-44,32.0,2870.0,2285.0,2.0,414.0,270.0,0.0,19.0,19.0,1.0,521.0,336.0,6.0,840.0,640.0,9.0,7158.0,6888.0,9.0,9537.0,5707.0,37563.0
45-49,23.0,2964.0,2551.0,0.0,365.0,355.0,0.0,18.0,20.0,1.0,488.0,417.0,7.0,906.0,839.0,11.0,9416.0,9456.0,8.0,9691.0,6416.0,43952.0
50-54,26.0,2282.0,2353.0,2.0,348.0,332.0,0.0,8.0,10.0,2.0,388.0,368.0,4.0,651.0,764.0,17.0,9782.0,9926.0,1.0,8353.0,5719.0,41336.0
55-59,21.0,1985.0,1855.0,2.0,296.0,270.0,0.0,12.0,5.0,1.0,270.0,253.0,5.0,405.0,481.0,5.0,10002.0,10230.0,7.0,8134.0,5283.0,39522.0
60-64,13.0,1598.0,1354.0,0.0,218.0,229.0,0.0,7.0,6.0,1.0,192.0,162.0,2.0,239.0,282.0,10.0,8692.0,8504.0,4.0,7825.0,4739.0,34077.0
65-OVER,38.0,3760.0,2737.0,1.0,388.0,319.0,0.0,14.0,10.0,2.0,294.0,187.0,2.0,403.0,475.0,20.0,21613.0,19012.0,11.0,19180.0,10752.0,79218.0
TOTAL,441.0,25508.0,21261.0,26.0,3995.0,2982.0,0.0,181.0,144.0,22.0,4874.0,3746.0,44.0,6290.0,5686.0,239.0,97602.0,92121.0,127.0,99115.0,59659.0,424063.0
