AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1085.0,1.0,54.0,60.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,7.0,11.0,0.0,2.0,1.0,0.0,327.0,294.0,0.0,172.0,146.0
30-34,926.0,0.0,47.0,41.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,3.0,2.0,1.0,294.0,298.0,0.0,131.0,98.0
35-39,904.0,0.0,36.0,51.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,297.0,256.0,0.0,144.0,99.0
40-44,875.0,0.0,31.0,36.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,304.0,275.0,0.0,126.0,94.0
45-49,1019.0,0.0,22.0,41.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,352.0,353.0,0.0,136.0,104.0
50-54,1031.0,0.0,36.0,32.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,364.0,341.0,0.0,127.0,114.0
55-59,1085.0,0.0,35.0,29.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,371.0,358.0,0.0,166.0,110.0
60-64,1052.0,0.0,25.0,22.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,396.0,352.0,0.0,126.0,119.0
65-OVER,2793.0,0.0,55.0,57.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1150.0,968.0,0.0,325.0,227.0
TOTAL,10770.0,1.0,341.0,369.0,0.0,30.0,21.0,0.0,7.0,2.0,0.0,29.0,29.0,0.0,13.0,12.0,2.0,3855.0,3495.0,0.0,1453.0,1111.0
