AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,21.0,26.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,56.0,49.0,0.0,119.0,85.0,364.0
25-29,0.0,7.0,14.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,47.0,0.0,129.0,105.0,362.0
30-34,0.0,11.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,49.0,0.0,92.0,85.0,291.0
35-39,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,46.0,40.0,0.0,101.0,71.0,277.0
40-44,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,44.0,54.0,0.0,79.0,81.0,279.0
45-49,0.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,85.0,66.0,0.0,105.0,83.0,354.0
50-54,0.0,8.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,86.0,77.0,0.0,136.0,98.0,416.0
55-59,0.0,4.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,99.0,100.0,0.0,147.0,113.0,474.0
60-64,0.0,11.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,120.0,119.0,0.0,162.0,121.0,549.0
65-OVER,0.0,7.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,313.0,299.0,0.0,350.0,229.0,1216.0
TOTAL,0.0,84.0,110.0,0.0,12.0,10.0,0.0,4.0,1.0,0.0,11.0,9.0,0.0,4.0,3.0,0.0,943.0,900.0,0.0,1420.0,1071.0,4582.0
