AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,20.0,15.9,22.05,60.0,28.12,41.6,15.85,29.81
25-29,50.0,24.0,25.57,66.67,40.0,45.64,21.47,35.73
30-34,33.33,26.54,20.0,0.0,11.11,53.83,26.67,42.67
35-39,27.27,37.84,13.33,25.0,50.0,57.98,35.4,49.45
40-44,25.0,44.05,31.91,50.0,57.14,61.53,34.69,54.64
45-49,31.25,40.27,27.66,0.0,50.0,67.38,31.09,57.43
50-54,54.55,49.57,15.69,0.0,58.33,68.07,40.86,60.77
55-59,44.44,51.68,21.21,0.0,41.67,69.92,34.91,62.88
60-64,27.27,53.64,32.26,0.0,50.0,74.46,37.89,66.44
65-OVER,40.0,61.24,32.76,0.0,66.67,73.94,42.21,70.25
TOTAL,34.0,40.95,23.24,30.77,43.41,64.22,29.48,54.91
