AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,136.0,189.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,12.0,12.0,0.0,3.0,1.0,5.0,386.0,915.0,0.0,2.0,9.0,1680.0
25-29,1.0,77.0,114.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,6.0,9.0,0.0,1.0,5.0,1.0,415.0,517.0,0.0,1.0,6.0,1162.0
30-34,0.0,53.0,79.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,363.0,325.0,0.0,3.0,2.0,836.0
35-39,0.0,61.0,50.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,4.0,1.0,356.0,320.0,0.0,10.0,2.0,817.0
40-44,0.0,32.0,45.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,358.0,359.0,0.0,1.0,0.0,808.0
45-49,0.0,49.0,51.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,371.0,311.0,0.0,1.0,3.0,796.0
50-54,0.0,46.0,44.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,400.0,338.0,0.0,0.0,1.0,840.0
55-59,0.0,53.0,44.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,464.0,424.0,0.0,2.0,1.0,995.0
60-64,0.0,39.0,44.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,446.0,417.0,0.0,2.0,2.0,961.0
65-OVER,0.0,87.0,82.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,0.0,4.0,3.0,0.0,1306.0,1082.0,0.0,6.0,6.0,2590.0
TOTAL,1.0,633.0,742.0,2.0,18.0,17.0,0.0,5.0,13.0,1.0,35.0,34.0,0.0,22.0,21.0,8.0,4865.0,5008.0,0.0,28.0,32.0,11485.0
