AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1162.0,1.0,77.0,114.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,6.0,9.0,0.0,1.0,5.0,1.0,415.0,517.0,0.0,1.0,6.0
30-34,836.0,0.0,53.0,79.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,363.0,325.0,0.0,3.0,2.0
35-39,817.0,0.0,61.0,50.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,4.0,1.0,356.0,320.0,0.0,10.0,2.0
40-44,808.0,0.0,32.0,45.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,358.0,359.0,0.0,1.0,0.0
45-49,796.0,0.0,49.0,51.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,371.0,311.0,0.0,1.0,3.0
50-54,840.0,0.0,46.0,44.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,400.0,338.0,0.0,0.0,1.0
55-59,995.0,0.0,53.0,44.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,464.0,424.0,0.0,2.0,1.0
60-64,961.0,0.0,39.0,44.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,446.0,417.0,0.0,2.0,2.0
65-OVER,2590.0,0.0,87.0,82.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,0.0,4.0,3.0,0.0,1306.0,1082.0,0.0,6.0,6.0
TOTAL,9805.0,1.0,497.0,553.0,2.0,15.0,13.0,0.0,5.0,10.0,1.0,23.0,22.0,0.0,19.0,20.0,3.0,4479.0,4093.0,0.0,26.0,23.0
