PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.00,2.42,0.00,0.00,0.00,3.45,0.00,2.15
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALLGOOD ELEM,49.09,60.56,50.00,50.00,46.91,69.75,40.98,58.96
ASHFORD PARK ELEM,73.56,61.54,57.63,0.00,60.61,68.91,62.30,67.77
AUSTIN,65.22,75.81,60.00,100.0,76.92,74.92,58.38,73.30
AVONDALE,84.62,72.11,65.12,0.00,60.98,78.82,61.08,76.71
AUSTIN DRIVE,31.58,46.64,47.62,66.67,27.91,55.81,29.38,45.58
ASHFORD DUNWOODY RD,71.59,66.56,58.46,100.0,72.34,73.52,59.63,71.14
ASHFORD PARKSIDE,51.18,63.30,61.29,50.00,61.73,65.43,48.51,61.63
AVONDALE HIGH,57.35,60.38,63.93,50.00,64.94,70.95,55.05,66.52
BOULEVARD,75.64,56.84,66.22,66.67,66.23,73.99,60.61,66.85
BRIAR VISTA ELEM,45.93,56.18,53.91,25.00,54.69,60.52,41.69,56.94
BRIARLAKE ELEM,57.14,66.22,63.46,100.0,55.56,76.45,56.06,72.80
BRIARWOOD,54.41,49.69,36.27,40.00,59.18,64.17,48.36,57.69
BROCKETT ELEM,43.80,55.27,40.00,57.14,48.53,68.84,41.63,58.79
BRIARCLIFF,61.21,55.94,63.33,71.43,50.57,63.32,45.81,60.19
BROCKETT,42.21,51.83,59.62,50.00,46.03,67.90,38.08,58.97
BROOKHAVEN,53.41,60.00,61.39,40.00,71.19,64.75,50.49,62.57
BROWNS MILL ELEM,62.50,66.13,34.78,0.00,61.54,47.62,49.63,64.21
BOULDERCREST ROAD,33.33,62.83,53.33,25.00,48.28,57.35,43.17,60.36
BETHUNE MIDDLE,20.59,54.38,33.33,27.27,42.50,46.67,35.53,51.71
BURGESS ELEM,70.83,56.55,79.37,40.00,67.07,72.27,57.45,64.78
COLUMBIA DRIVE,57.14,46.22,47.37,33.33,36.84,49.52,30.37,45.03
CANBY LANE ELEM,25.00,55.56,57.89,0.00,28.12,57.89,45.70,54.33
COLUMBIA ELEM,20.00,38.44,0.00,0.00,39.39,27.42,29.30,37.09
CEDAR GROVE ELEM,23.81,60.67,40.74,33.33,44.90,46.53,39.40,58.21
CHAMBLEE,45.66,52.84,42.07,0.00,64.71,67.24,39.07,57.77
CANDLER-MURPHEY,15.38,62.59,21.05,0.00,46.43,63.76,46.36,60.19
CHAPEL HILL ELEM,57.14,62.40,41.67,25.00,41.18,46.27,42.92,60.24
CHESNUT ELEM,52.31,52.83,48.84,50.00,55.07,62.92,43.44,55.88
CLAIREMONT WEST,79.51,74.85,74.58,25.00,75.38,75.50,62.88,74.52
CLAIRMONT ROAD,46.20,57.41,65.22,66.67,55.00,61.78,49.11,58.86
CLARKSTON,24.49,40.88,45.13,14.29,31.13,57.49,30.13,40.85
CLIFTON,30.00,55.88,45.45,0.00,47.06,52.63,35.66,53.79
COLUMBIA MIDDLE,43.75,47.76,18.75,0.00,45.00,46.15,29.84,45.80
COAN RECREATION,62.82,50.62,76.00,75.00,67.42,63.53,50.84,57.38
CROSS KEYS HIGH,55.36,56.07,40.91,75.00,46.81,54.46,42.56,52.28
CROSSROADS,15.38,57.03,37.04,75.00,44.93,53.12,38.11,54.70
CANDLER,72.22,40.28,66.67,36.36,44.29,65.32,38.61,45.45
CEDAR GROVE MIDDLE,80.00,45.79,28.57,0.00,24.14,40.00,28.00,43.80
CEDAR GROVE SOUTH,27.78,63.39,47.62,0.00,51.61,56.60,46.13,61.29
COVINGTON HWY,0.00,23.02,13.04,0.00,16.67,15.48,12.24,21.33
COVINGTON,51.61,29.30,28.85,0.00,42.55,63.14,30.41,37.48
CLAIREMONT EAST,73.39,64.58,70.77,100.0,52.08,73.53,61.34,71.44
CORALWOOD,66.90,62.83,63.79,66.67,69.77,73.89,63.60,71.98
CHAMBLEE 2,65.82,53.51,59.21,60.00,65.15,67.68,54.61,64.55
DORAVILLE NORTH,49.23,44.44,49.73,25.00,56.18,58.33,33.98,49.43
DORAVILLE SOUTH,47.60,50.00,54.93,33.33,46.15,68.31,45.32,57.92
DRESDEN ELEM,40.71,48.26,42.17,75.00,53.79,59.67,32.78,50.87
DUNAIRE ELEM,53.97,56.49,48.00,100.0,39.22,60.13,33.99,54.17
DUNWOODY,47.11,52.17,57.94,42.86,55.56,60.22,40.79,55.05
DUNWOODY 2,62.37,72.09,63.89,100.0,78.12,74.65,58.39,72.76
DRUID HILLS HIGH,35.57,42.58,42.34,33.33,45.28,59.25,48.90,53.11
DUNWOODY LIBRARY,68.60,68.89,42.86,100.0,62.07,75.74,60.20,73.68
EAST LAKE,63.04,55.61,65.00,40.00,44.00,72.49,56.61,61.76
EMBRY HILLS,52.14,63.04,55.67,100.0,65.22,73.11,55.17,67.85
EPWORTH,73.64,58.77,70.65,66.67,66.67,73.83,68.58,72.32
EVANSDALE ELEM,53.44,53.23,50.27,25.00,56.18,72.44,52.00,63.45
EMORY SOUTH,50.00,52.60,64.71,60.00,50.00,62.33,44.07,59.33
EMORY ROAD,43.54,52.22,42.31,16.67,59.65,53.70,38.89,50.05
FAIRINGTON ELEM,45.45,44.21,23.08,33.33,23.47,38.10,29.67,42.24
FERNBANK ELEM,73.24,70.83,76.00,100.0,53.12,77.65,65.50,76.00
FLAT SHOALS ELEM,33.33,52.21,33.33,0.00,38.71,58.14,30.86,50.50
FLAT SHOALS PARKWAY,16.67,64.82,33.33,16.67,58.54,55.56,44.27,62.61
FLAT ROCK ELEM,33.33,65.07,50.00,0.00,52.08,44.23,49.12,62.89
FLAT SHOALS,20.00,45.40,38.10,0.00,35.71,40.91,26.00,43.47
FLAKES MILL FIRE,0.00,61.17,44.44,16.67,40.54,64.44,39.60,58.95
FLAT SHOALS LIBRARY,50.00,47.66,38.10,33.33,29.55,30.91,27.68,45.25
FREEDOM MIDDLE,41.67,54.81,39.66,33.33,28.77,57.81,34.58,51.98
GLENNWOOD,52.50,51.32,47.62,50.00,60.87,70.34,54.98,63.92
GLENHAVEN,52.50,54.37,54.55,33.33,45.65,63.89,44.44,54.00
GRESHAM ROAD,51.85,53.69,66.67,50.00,60.56,64.00,45.71,55.30
GEORGETOWN SQ,38.79,49.00,45.62,0.00,50.98,55.45,33.97,49.85
GLENWOOD ROAD,46.15,48.19,29.17,50.00,36.11,47.83,29.50,46.08
HAMBRICK ELEM,38.04,53.23,40.38,9.09,39.39,62.77,26.71,49.86
HAWTHORNE ELEM,41.13,53.15,35.68,60.00,47.54,64.80,42.49,56.33
HENDERSON MILL,51.16,55.22,53.15,100.0,63.24,69.91,44.63,62.86
HUNTLEY HILLS ELEM,55.70,51.11,47.13,58.33,57.45,66.20,40.05,56.29
HUGH HOWELL,63.38,76.73,72.73,80.00,62.79,74.04,58.78,72.93
NARVIE J HARRIS ELEM,55.56,57.90,61.54,50.00,44.00,33.33,42.72,56.20
HARRIS-MARGARET,43.07,55.38,56.99,66.67,59.09,57.09,42.99,54.16
