PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
TRINITY,35.14,51.52,29.69,30.3,33.33,47.36,28.48,46.34
NORTHSIDE,32.95,39.98,26.25,27.59,33.99,53.44,22.23,44.74
NAYLOR,0.0,63.92,25.0,100.0,50.0,65.41,29.79,62.79
RAINWATER,34.51,47.7,41.0,21.43,47.02,58.98,35.57,54.49
MILDRED,20.0,42.36,22.58,0.0,30.61,37.59,20.62,40.41
CLYATTVILLE,47.37,48.97,33.33,36.36,36.36,51.75,30.3,49.55
DASHER,57.89,59.84,40.35,50.0,44.19,59.98,28.31,58.16
S LOWNDES,61.9,42.05,33.33,50.0,44.9,58.94,30.73,54.87
88888,0.0,0.0,0.0,0.0,inf,0.0,0.0,50.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,35.47,43.71,30.43,29.17,36.54,54.17,26.88,48.11
