PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
001,39.39,53.05,30.38,25.00,61.54,59.86,33.50,57.36
002,35.14,51.52,29.69,30.30,33.33,47.36,28.48,46.34
003,32.95,39.98,26.25,27.59,33.99,53.44,22.23,44.74
004,0.00,63.92,25.00,100.0,50.00,65.41,29.79,62.79
005,34.51,47.70,41.00,21.43,47.02,58.98,35.57,54.49
006,20.00,42.36,22.58,0.00,30.61,37.59,20.62,40.41
007,47.37,48.97,33.33,36.36,36.36,51.75,30.30,49.55
008,57.89,59.84,40.35,50.00,44.19,59.98,28.31,58.16
009,61.90,42.05,33.33,50.00,44.90,58.94,30.73,54.87
88888,0.00,0.00,0.00,0.00,inf00,0.00,0.00,50.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,35.63,43.94,30.42,28.85,37.52,54.74,27.31,48.76
