-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,5.0,343.0,411.0,0.0,88.0,80.0,0.0,10.0,11.0,0.0,100.0,65.0,0.0,50.0,64.0,1.0,1816.0,1601.0,8.0,3594.0,2805.0,11052.0
30-34,5.0,287.0,341.0,1.0,52.0,47.0,0.0,5.0,1.0,0.0,75.0,43.0,1.0,68.0,55.0,4.0,1733.0,1614.0,3.0,3148.0,2219.0,9702.0
35-39,2.0,242.0,278.0,0.0,41.0,45.0,0.0,3.0,7.0,0.0,60.0,30.0,0.0,48.0,46.0,0.0,1558.0,1449.0,2.0,2884.0,1951.0,8646.0
40-44,4.0,204.0,218.0,0.0,35.0,39.0,0.0,4.0,3.0,1.0,46.0,37.0,0.0,54.0,64.0,1.0,1370.0,1254.0,1.0,2615.0,1872.0,7822.0
45-49,7.0,198.0,219.0,0.0,34.0,37.0,0.0,9.0,4.0,0.0,40.0,29.0,0.0,55.0,43.0,4.0,1677.0,1555.0,1.0,2526.0,1782.0,8220.0
50-54,5.0,212.0,242.0,0.0,30.0,20.0,0.0,7.0,7.0,0.0,39.0,35.0,0.0,45.0,48.0,0.0,1728.0,1530.0,0.0,2518.0,1822.0,8288.0
55-59,5.0,221.0,262.0,0.0,39.0,19.0,0.0,4.0,7.0,1.0,22.0,24.0,2.0,37.0,45.0,2.0,1981.0,1819.0,1.0,2684.0,1957.0,9132.0
60-64,1.0,197.0,241.0,0.0,26.0,20.0,0.0,4.0,5.0,0.0,30.0,22.0,0.0,40.0,45.0,1.0,2132.0,1824.0,0.0,2446.0,1670.0,8704.0
65-OVER,4.0,474.0,406.0,0.0,53.0,33.0,0.0,10.0,10.0,0.0,39.0,27.0,1.0,77.0,81.0,2.0,7002.0,5244.0,2.0,5207.0,3315.0,21987.0
TOTAL,38.0,2378.0,2618.0,1.0,398.0,340.0,0.0,56.0,55.0,2.0,451.0,312.0,4.0,474.0,491.0,15.0,20997.0,17890.0,18.0,27622.0,19393.0,93553.0
