AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,2.0,24.0,26.0,0.0,12.0,5.0,0.0,1.0,0.0,0.0,20.0,11.0,0.0,3.0,5.0,1.0,395.0,353.0,0.0,4.0,2.0,864.0
25-29,0.0,10.0,15.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,2.0,1.0,0.0,280.0,256.0,0.0,5.0,3.0,590.0
30-34,1.0,20.0,17.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,294.0,259.0,0.0,0.0,1.0,608.0
35-39,0.0,15.0,17.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,315.0,316.0,0.0,3.0,0.0,675.0
40-44,0.0,16.0,20.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,7.0,4.0,0.0,1.0,1.0,0.0,381.0,298.0,0.0,3.0,1.0,742.0
45-49,0.0,18.0,15.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,12.0,3.0,0.0,1.0,1.0,0.0,425.0,388.0,0.0,0.0,0.0,869.0
50-54,0.0,24.0,24.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,8.0,7.0,0.0,3.0,0.0,0.0,488.0,458.0,0.0,5.0,2.0,1025.0
55-59,0.0,21.0,28.0,0.0,4.0,1.0,0.0,3.0,2.0,0.0,9.0,4.0,0.0,4.0,3.0,0.0,591.0,538.0,0.0,8.0,7.0,1223.0
60-64,2.0,19.0,32.0,0.0,5.0,5.0,0.0,2.0,3.0,0.0,6.0,2.0,0.0,1.0,2.0,0.0,685.0,596.0,0.0,5.0,4.0,1369.0
65-OVER,2.0,101.0,87.0,0.0,4.0,6.0,0.0,7.0,7.0,0.0,5.0,1.0,0.0,4.0,0.0,1.0,1720.0,1667.0,0.0,6.0,4.0,3622.0
TOTAL,7.0,268.0,281.0,0.0,39.0,34.0,0.0,22.0,17.0,0.0,79.0,37.0,0.0,20.0,15.0,2.0,5574.0,5129.0,0.0,39.0,24.0,11587.0
