AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,2.0,79.0,114.0,1.0,9.0,4.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,3.0,4.0,1.0,177.0,174.0,4.0,312.0,202.0,1094.0
25-29,0.0,49.0,40.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,151.0,142.0,0.0,288.0,241.0,925.0
30-34,0.0,26.0,26.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,146.0,129.0,0.0,289.0,161.0,788.0
35-39,1.0,24.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,161.0,105.0,0.0,237.0,193.0,764.0
40-44,0.0,27.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,150.0,122.0,0.0,236.0,141.0,702.0
45-49,1.0,20.0,30.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,177.0,181.0,0.0,240.0,186.0,844.0
50-54,0.0,28.0,41.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,212.0,177.0,1.0,322.0,213.0,999.0
55-59,0.0,34.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,213.0,198.0,0.0,298.0,246.0,1033.0
60-64,0.0,41.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,221.0,195.0,2.0,288.0,193.0,967.0
65-OVER,1.0,69.0,62.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,739.0,662.0,1.0,756.0,471.0,2776.0
TOTAL,5.0,397.0,432.0,1.0,21.0,16.0,0.0,6.0,3.0,0.0,17.0,16.0,0.0,11.0,11.0,3.0,2347.0,2085.0,8.0,3266.0,2247.0,10892.0
