PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
MADRAY SPRINGS,0.0,15.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,355.0,313.0,0.0,7.0,5.0,723.0
OGLETHORPE,0.0,18.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,5.0,2.0,0.0,505.0,423.0,0.0,31.0,20.0,1042.0
SCREVEN,0.0,31.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,477.0,468.0,0.0,73.0,46.0,1123.0
EMPIRE,0.0,14.0,14.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,322.0,303.0,0.0,12.0,2.0,673.0
RED HILL,1.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,236.0,211.0,0.0,27.0,25.0,541.0
ALTAMAHA,0.0,38.0,30.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,553.0,506.0,0.0,114.0,69.0,1327.0
GARDI,0.0,11.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,310.0,277.0,0.0,10.0,9.0,639.0
VFW,0.0,11.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,55.0,39.0,0.0,276.0,121.0,519.0
PINE STREET,0.0,20.0,16.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,194.0,151.0,0.0,132.0,73.0,596.0
UNITY,0.0,29.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,495.0,379.0,0.0,112.0,70.0,1115.0
REC CENTER,0.0,29.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,1.0,0.0,462.0,404.0,0.0,51.0,33.0,1024.0
TOTAL,1.0,235.0,226.0,0.0,11.0,13.0,0.0,1.0,3.0,0.0,24.0,27.0,0.0,11.0,13.0,1.0,3964.0,3474.0,0.0,845.0,473.0,9322.0
