AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,341.0,2.0,12.0,13.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,143.0,0.0,1.0,0.0
30-34,401.0,1.0,11.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,224.0,147.0,0.0,0.0,0.0
35-39,424.0,0.0,6.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,207.0,193.0,0.0,0.0,1.0
40-44,506.0,0.0,10.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,279.0,202.0,0.0,0.0,0.0
45-49,647.0,0.0,14.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,331.0,272.0,0.0,1.0,0.0
50-54,878.0,1.0,30.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,7.0,2.0,1.0,447.0,356.0,0.0,1.0,0.0
55-59,1174.0,0.0,43.0,30.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,5.0,4.0,0.0,1.0,2.0,0.0,571.0,510.0,0.0,0.0,0.0
60-64,1508.0,1.0,54.0,37.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,5.0,2.0,1.0,736.0,659.0,0.0,0.0,0.0
65-OVER,5591.0,0.0,152.0,181.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,11.0,9.0,0.0,6.0,0.0,2.0,2664.0,2548.0,0.0,2.0,4.0
TOTAL,11470.0,5.0,332.0,341.0,0.0,12.0,16.0,0.0,5.0,4.0,0.0,32.0,21.0,0.0,22.0,7.0,7.0,5626.0,5030.0,0.0,5.0,5.0
