AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,20.0,14.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,199.0,198.0,0.0,0.0,0.0,442.0
25-29,2.0,12.0,13.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,143.0,0.0,1.0,0.0,341.0
30-34,1.0,11.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,224.0,147.0,0.0,0.0,0.0,401.0
35-39,0.0,6.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,207.0,193.0,0.0,0.0,1.0,424.0
40-44,0.0,10.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,279.0,202.0,0.0,0.0,0.0,506.0
45-49,0.0,14.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,331.0,272.0,0.0,1.0,0.0,647.0
50-54,1.0,30.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,7.0,2.0,1.0,447.0,356.0,0.0,1.0,0.0,878.0
55-59,0.0,43.0,30.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,5.0,4.0,0.0,1.0,2.0,0.0,571.0,510.0,0.0,0.0,0.0,1174.0
60-64,1.0,54.0,37.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,5.0,2.0,1.0,736.0,659.0,0.0,0.0,0.0,1508.0
65-OVER,0.0,152.0,181.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,11.0,9.0,0.0,6.0,0.0,2.0,2664.0,2548.0,0.0,2.0,4.0,5591.0
TOTAL,5.0,352.0,355.0,0.0,13.0,18.0,0.0,6.0,4.0,0.0,37.0,23.0,0.0,22.0,7.0,7.0,5825.0,5228.0,0.0,5.0,5.0,11912.0
