PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1277,0.00,38.60,0.00,0.00,0.00,69.39,54.17,64.66
1325,0.00,59.62,35.71,0.00,75.00,59.62,42.59,57.93
1342,0.00,53.04,40.00,0.00,50.00,58.03,36.00,55.61
1361,100.0,62.30,42.86,0.00,37.50,67.07,37.50,64.92
1613,0.00,49.14,50.00,0.00,40.00,63.86,44.74,59.50
1805,16.67,46.73,28.12,50.00,40.00,59.70,35.42,52.12
513,22.58,47.39,33.33,62.50,32.26,62.47,35.16,55.48
514,20.00,45.80,12.50,50.00,40.00,56.47,34.69,49.77
694,100.0,60.94,28.95,0.00,0.00,60.68,27.06,58.48
TOTAL,27.78,49.80,30.45,50.00,37.66,61.54,35.97,55.41
