AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,29.43,40.00,0.00,50.00,50.00,24.58,40.73
25-29,0.00,31.23,33.33,0.00,20.00,46.38,20.97,39.78
30-34,50.00,44.13,33.33,0.00,33.33,58.17,44.23,53.32
35-39,0.00,47.37,12.50,0.00,0.00,63.28,46.43,58.06
40-44,33.33,55.96,66.67,0.00,50.00,69.50,25.00,64.09
45-49,0.00,66.28,66.67,0.00,66.67,71.90,38.71,69.15
50-54,50.00,64.73,20.00,0.00,100.0,71.63,33.33,68.52
55-59,0.00,62.41,0.00,0.00,0.00,75.45,39.29,70.61
60-64,33.33,66.15,0.00,100.0,50.00,78.88,75.00,74.87
65-OVER,66.67,67.68,66.67,0.00,0.00,78.43,50.00,75.58
TOTAL,34.38,54.76,39.34,66.67,41.94,69.27,36.44,63.87
