PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1006,63.21,63.28,100.0,63.28
1111,50.92,51.71,50.0,51.34
1122,53.0,55.86,50.0,54.48
1152,63.6,71.22,0.0,67.28
1240,52.64,55.44,80.0,54.11
1371,56.85,56.7,0.0,56.74
1483,61.5,63.49,33.33,62.51
1496,50.08,54.03,0.0,52.08
1533,62.0,64.2,100.0,63.17
1540,61.52,64.11,33.33,62.81
1542,61.13,63.92,0.0,62.53
501,47.29,48.04,66.67,47.7
640,51.8,55.63,33.33,53.76
641,48.45,51.37,0.0,49.95
642,42.81,48.5,20.0,45.95
649,46.63,51.3,66.67,49.05
650,47.2,50.98,0.0,49.15
682,55.44,60.14,0.0,57.81
713,59.79,62.32,66.67,61.07
714A1,38.28,46.42,60.0,42.9
714A2,52.9,52.18,0.0,52.41
714A3,52.78,54.02,60.0,53.48
714A4,49.77,50.93,16.67,50.34
714A5,51.58,57.44,50.0,54.77
714A6,55.84,55.97,0.0,55.88
714BN,54.67,61.0,0.0,57.93
714BW,61.76,65.09,0.0,63.51
715,58.28,62.56,33.33,60.5
88888,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0
TOTAL,52.35,55.31,40.96,53.91
