PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
KANSAS,63.21,63.28,100.0,63.28
BOWDON,50.92,51.71,50.00,51.34
SANDHILL,53.00,55.86,50.00,54.48
CENTER POINT,63.60,71.22,0.00,67.28
MT ZION,52.64,55.44,80.00,54.11
BURWELL,56.85,56.70,0.00,56.74
CLEM,61.50,63.49,33.33,62.51
BOWDON JUNCTION,50.08,54.03,0.00,52.08
TYUS,62.00,64.20,100.0,63.17
FAIRFIELD,61.52,64.11,33.33,62.81
HULETT,61.13,63.92,0.00,62.53
BETHANY,47.29,48.04,66.67,47.70
V R COUNTY SOUTH,51.80,55.63,33.33,53.76
V R COUNTY NORTH,48.45,51.37,0.00,49.95
VILLA RICA CITY,42.81,48.50,20.00,45.95
TEMPLE COUNTY,46.63,51.30,66.67,49.05
TEMPLE CITY,47.20,50.98,0.00,49.15
WHITESBURG,55.44,60.14,0.00,57.81
ROOPVILLE,59.79,62.32,66.67,61.07
WEST CARROLLTON,38.28,46.42,60.00,42.90
LAKESHORE REC CENTER,52.90,52.18,0.00,52.41
BONNER,52.78,54.02,60.00,53.48
UNIVERSITY OF W. GA,49.77,50.93,16.67,50.34
COUNTY ADMIN BLDG,51.58,57.44,50.00,54.77
TABERNACLE CHURCH,55.84,55.97,0.00,55.88
BURSON CENTER,54.67,61.00,0.00,57.93
OLD CAMP CHURCH,61.76,65.09,0.00,63.51
OAK GROVE,58.28,62.56,33.33,60.50
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,52.35,55.31,40.96,53.91
