AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,933.0,1.0,72.0,69.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,404.0,352.0,0.0,11.0,6.0
30-34,1203.0,0.0,76.0,73.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,1.0,537.0,462.0,0.0,23.0,13.0
35-39,1464.0,2.0,80.0,83.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,0.0,660.0,571.0,0.0,33.0,12.0
40-44,1650.0,2.0,93.0,73.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,5.0,1.0,1.0,732.0,667.0,0.0,30.0,23.0
45-49,2015.0,0.0,77.0,81.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,3.0,5.0,0.0,949.0,838.0,0.0,34.0,16.0
50-54,2000.0,0.0,79.0,89.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0,1.0,905.0,849.0,0.0,33.0,22.0
55-59,2300.0,0.0,88.0,83.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,4.0,1.0,0.0,1054.0,986.0,0.0,37.0,34.0
60-64,2481.0,1.0,98.0,91.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1173.0,1022.0,0.0,44.0,38.0
65-OVER,6430.0,0.0,234.0,243.0,0.0,9.0,8.0,0.0,2.0,2.0,0.0,5.0,6.0,0.0,4.0,5.0,0.0,3054.0,2688.0,0.0,108.0,62.0
TOTAL,20476.0,6.0,897.0,885.0,0.0,40.0,28.0,0.0,11.0,7.0,0.0,37.0,30.0,0.0,27.0,21.0,5.0,9468.0,8435.0,0.0,353.0,226.0
