PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
01,0,46.91,46.48,0,66.67,50,0,0,0,0,54.55,43.75,0,75,50,50,64.31,61.09,0,66.53,52.76,60.39
02,0,49.51,40.91,0,100,66.67,0,0,0,0,40,50,0,50,50,100,66.42,68.55,0,76.92,60.00,64.94
03,0,47.66,41.05,0,50,37.5,0,100,100,0,56.25,25,0,0,50,100,63.84,65.25,0,72.88,62.90,62.05
04,0,45.45,30.19,0,50,50,0,0,100,0,40,100,0,100,0,0,62.25,67.37,0,83.33,70.37,62.19
05,0,34.15,23.64,0,64.29,28.57,0,0,0,0,38.46,44,0,50,20,0,61.85,63.71,0,53.4,43.96,52.56
06,40,50.21,39.57,0,50,38.1,0,100,66.67,0,52.94,43.59,0,44.44,27.78,66.67,66.88,66.69,0,73.6,60.40,63.69
07,66.67,46.77,47.73,0,50,44.44,0,100,33.33,0,44.93,40,0,44.12,36.36,100,61.64,62.81,50,70.92,69.77,60.08
08,0,53.26,54.11,0,50,50,0,100,100,0,57.14,69.23,0,59.09,69.23,25,65.96,67.4,50,73.08,66.67,65.2
09,60,44.16,31.29,0,42.86,33.33,0,100,100,0,45,21.43,0,22.22,66.67,0,57.55,58.67,0,67.72,53.44,55.93
10,0,57.28,41.09,100,85.71,50,0,0,0,0,57.14,44.44,0,60,16.67,50,64.6,65.91,0,65.71,55.70,62.76
11,50,45.09,34.27,0,54.55,83.33,0,0,0,0,48,52.38,0,40,0,50,64.51,64.96,0,75.89,63.89,62.03
12,0,40.52,33.71,0,50,60,0,0,33.33,0,41.94,31.58,0,33.33,0,66.67,59.34,61.27,0,67.84,51.06,57.16
13,100,41.53,43.17,0,71.43,75,0,0,0,0,51.85,41.18,0,80,33.33,100,67.05,65.86,0,61.82,60.00,63.06
14,14.29,49.77,46.72,0,43.75,71.43,0,0,0,0,44,43.48,0,81.82,63.64,100,67.53,67.44,0,68.14,58.28,64.54
15,0,39.47,34.86,0,55.56,25,0,0,0,100,54.55,30.43,0,100,66.67,50,59.76,57.87,0,64.35,44.44,54.72
17,0,29.41,26.92,0,42.31,33.33,0,0,0,0,31.82,29.82,0,37.5,45.45,100,44.59,44.86,50,49.25,35.18,41.44
18,66.67,50,45.74,0,51.79,50.91,0,50,40,0,47.42,49.35,0,42.86,36.79,58.33,63.63,62.01,50,71.83,60.62,60.35
19,0,40.62,33.95,0,61.54,50,0,0,0,0,40.48,42.31,0,50,35.71,0,61.94,62.5,0,63.78,55.61,58.43
20,0,43.3,32.29,0,50,0,0,0,100,0,23.81,33.33,0,50,0,100,63.66,69.02,0,50,35.87,59.88
21,0,46.18,41.58,100,60,40,0,0,25,0,45.95,47.89,0,41.94,47.06,33.33,63.68,63.06,100,69.78,65.69,60.62
22,40,56.7,45.88,0,55,57.14,0,0,0,0,61.4,60,0,54.29,26.09,100,62.05,64.96,66.67,74.03,62.41,62.26
23,50,50.82,49.25,0,72.73,40,0,0,100,0,41.03,33.33,0,72.73,43.75,100,70.66,69.34,100,74.65,68.97,67.18
24,0,36,22.95,0,100,50,0,0,100,0,66.67,50,0,0,0,0,47.4,55.56,0,64.71,51.43,52.57
25,0,53.47,46.28,0,83.33,53.85,0,0,0,0,64,38.1,0,50,0,100,66.98,67.85,0,74.29,47.16,64.24
26,100,51.29,45.13,0,47.62,52.38,0,0,0,0,35.71,57.69,0,68.75,55,71.43,67.34,65.12,0,75.29,60.98,63.82
27,0,47.89,46.39,0,33.33,42.86,0,0,0,0,34.48,40.91,0,22.22,100,33.33,73.31,69.06,0,70.49,75.00,66.97
28,25,33.11,27.15,0,44.83,39.62,0,42.86,50,100,36.13,37.41,0,25.21,25,33.33,45.56,44.96,75,57.67,46.78,44.15
714A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,11.11
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,31.03,44.85,39.72,50.0,53.35,47.11,0,46.15,46.15,33.33,44.64,43.55,0.0,45.31,36.56,62.5,62.87,63.02,60.0,62.56,52.15,58.99
