AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,35.0,38.53,39.68,0.0,40.54,40.69,27.74,38.7
25-29,25.0,34.95,36.36,100.0,13.64,41.12,24.18,38.23
30-34,40.0,43.15,46.67,33.33,30.0,51.09,39.49,48.5
35-39,54.55,55.65,36.36,0.0,60.0,60.67,49.32,58.49
40-44,41.67,59.92,51.28,40.0,50.0,64.66,52.0,62.37
45-49,60.0,68.77,56.67,100.0,53.33,69.24,61.99,68.31
50-54,41.18,77.11,36.67,100.0,75.0,73.28,63.64,72.65
55-59,63.64,79.02,52.94,0.0,83.33,74.05,60.33,73.76
60-64,69.23,80.73,65.52,0.0,70.59,78.27,54.9,77.31
65-OVER,52.0,76.28,52.0,100.0,60.87,79.31,63.37,77.88
TOTAL,50.61,64.62,46.9,41.67,48.11,66.88,48.12,64.75
