PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.0,47.06,0.0,18.6
99999,0.0,0.0,0.0,0.0
EM1,31.97,44.99,0.0,39.28
EM2,47.06,61.24,16.67,55.15
EM3,48.04,56.78,0.0,52.73
EM4,49.57,62.18,25.0,56.79
EM5,52.42,64.05,0.0,58.59
GF1,36.07,53.26,0.0,45.46
GF2,27.42,44.35,16.67,35.66
GF3,39.36,52.84,0.0,46.96
GF4,30.44,45.04,16.67,38.88
GF5,41.61,57.96,20.0,51.09
HA1,39.78,55.27,16.67,48.76
HA2,54.23,60.1,50.0,57.49
HA3,49.42,58.1,42.86,54.29
HA4,69.29,70.68,66.67,70.03
HO1,64.03,67.61,50.0,66.04
HO2,66.95,69.04,66.67,68.12
HO3,59.32,63.09,40.0,61.38
HO4,59.43,68.63,0.0,64.63
HO5,54.35,59.82,0.0,57.51
HO6,58.27,63.9,50.0,61.45
HO7,70.39,73.7,25.0,72.07
RU1,66.35,69.04,11.11,67.68
RU2,62.53,65.96,75.0,64.34
VV1,47.47,53.59,37.5,50.79
VV2,46.94,56.32,28.57,52.1
VV3,41.37,58.77,0.0,51.21
VV4,43.27,57.86,0.0,51.56
VV5,61.06,66.05,50.0,63.76
VV6,57.39,62.15,40.0,60.15
WA1,70.06,71.36,50.0,70.72
WA2,68.77,70.1,100.0,69.48
TOTAL,52.19,60.66,28.47,56.86
