AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,1.0,26.0,22.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,1.0,1.0,0.0,251.0,245.0,0.0,0.0,0.0,564.0
30-34,0.0,33.0,19.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,3.0,1.0,0.0,265.0,262.0,0.0,1.0,4.0,606.0
35-39,0.0,22.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,302.0,272.0,0.0,1.0,2.0,632.0
40-44,0.0,18.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,4.0,3.0,0.0,369.0,310.0,0.0,1.0,1.0,747.0
45-49,0.0,19.0,31.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,5.0,1.0,0.0,459.0,449.0,0.0,0.0,1.0,976.0
50-54,0.0,33.0,24.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,9.0,5.0,0.0,1.0,1.0,0.0,521.0,491.0,0.0,6.0,3.0,1100.0
55-59,2.0,33.0,28.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,2.0,0.0,653.0,563.0,0.0,1.0,0.0,1301.0
60-64,1.0,26.0,30.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,6.0,4.0,0.0,2.0,0.0,0.0,642.0,532.0,0.0,0.0,2.0,1253.0
65-OVER,1.0,100.0,95.0,0.0,4.0,8.0,0.0,0.0,1.0,0.0,9.0,7.0,0.0,1.0,2.0,1.0,1801.0,1713.0,0.0,1.0,3.0,3747.0
TOTAL,5.0,310.0,297.0,0.0,20.0,26.0,0.0,2.0,6.0,0.0,51.0,48.0,0.0,21.0,12.0,1.0,5263.0,4837.0,0.0,11.0,16.0,10926.0
