AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,15.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,1.0,0.0,0.0,134.0,121.0,1.0,58.0,25.0,385.0
25-29,0.0,12.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,121.0,111.0,0.0,83.0,31.0,373.0
30-34,0.0,9.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,142.0,107.0,0.0,81.0,44.0,405.0
35-39,0.0,15.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,0.0,173.0,129.0,0.0,91.0,45.0,475.0
40-44,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,175.0,144.0,0.0,101.0,38.0,484.0
45-49,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,2.0,0.0,256.0,222.0,0.0,99.0,59.0,672.0
50-54,0.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,290.0,270.0,0.0,132.0,84.0,812.0
55-59,0.0,14.0,16.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,1.0,1.0,1.0,417.0,365.0,0.0,121.0,79.0,1027.0
60-64,0.0,22.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,1.0,485.0,406.0,0.0,101.0,74.0,1116.0
65-OVER,0.0,49.0,55.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,4.0,2.0,1.0,1525.0,1543.0,0.0,258.0,147.0,3598.0
TOTAL,0.0,182.0,161.0,0.0,5.0,10.0,0.0,0.0,6.0,0.0,38.0,28.0,0.0,18.0,8.0,3.0,3718.0,3418.0,1.0,1125.0,626.0,9347.0
