AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1432.0,1.0,67.0,82.0,0.0,3.0,8.0,0.0,1.0,1.0,0.0,9.0,12.0,0.0,4.0,1.0,0.0,628.0,586.0,0.0,10.0,19.0
30-34,1211.0,0.0,56.0,68.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,9.0,0.0,1.0,1.0,0.0,560.0,479.0,0.0,9.0,16.0
35-39,1218.0,0.0,36.0,58.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,1.0,4.0,0.0,594.0,502.0,0.0,5.0,2.0
40-44,1238.0,0.0,37.0,36.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,5.0,5.0,0.0,3.0,4.0,0.0,601.0,519.0,0.0,11.0,10.0
45-49,1519.0,0.0,44.0,45.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,8.0,0.0,5.0,2.0,0.0,711.0,671.0,0.0,13.0,10.0
50-54,1623.0,0.0,50.0,58.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,9.0,9.0,0.0,1.0,4.0,0.0,787.0,683.0,0.0,7.0,7.0
55-59,1824.0,0.0,65.0,51.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,4.0,0.0,874.0,789.0,0.0,6.0,15.0
60-64,1739.0,0.0,57.0,48.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,4.0,3.0,0.0,823.0,775.0,0.0,5.0,9.0
65-OVER,5641.0,0.0,159.0,119.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,8.0,8.0,0.0,4.0,4.0,1.0,2770.0,2514.0,0.0,27.0,17.0
TOTAL,17445.0,1.0,571.0,565.0,0.0,21.0,29.0,0.0,10.0,6.0,0.0,64.0,63.0,0.0,23.0,27.0,1.0,8348.0,7518.0,0.0,93.0,105.0
