AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,1.0,118.0,167.0,0.0,7.0,3.0,0.0,6.0,4.0,0.0,19.0,9.0,0.0,11.0,5.0,4.0,731.0,750.0,0.0,8.0,14.0,1857.0
25-29,1.0,67.0,82.0,0.0,3.0,8.0,0.0,1.0,1.0,0.0,9.0,12.0,0.0,4.0,1.0,0.0,628.0,586.0,0.0,10.0,19.0,1432.0
30-34,0.0,56.0,68.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,9.0,0.0,1.0,1.0,0.0,560.0,479.0,0.0,9.0,16.0,1211.0
35-39,0.0,36.0,58.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,1.0,4.0,0.0,594.0,502.0,0.0,5.0,2.0,1218.0
40-44,0.0,37.0,36.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,5.0,5.0,0.0,3.0,4.0,0.0,601.0,519.0,0.0,11.0,10.0,1238.0
45-49,0.0,44.0,45.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,8.0,0.0,5.0,2.0,0.0,711.0,671.0,0.0,13.0,10.0,1519.0
50-54,0.0,50.0,58.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,9.0,9.0,0.0,1.0,4.0,0.0,787.0,683.0,0.0,7.0,7.0,1623.0
55-59,0.0,65.0,51.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,4.0,0.0,874.0,789.0,0.0,6.0,15.0,1824.0
60-64,0.0,57.0,48.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,4.0,3.0,0.0,823.0,775.0,0.0,5.0,9.0,1739.0
65-OVER,0.0,159.0,119.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,8.0,8.0,0.0,4.0,4.0,1.0,2770.0,2514.0,0.0,27.0,17.0,5641.0
TOTAL,2.0,689.0,732.0,0.0,28.0,32.0,0.0,16.0,10.0,0.0,83.0,72.0,0.0,34.0,32.0,5.0,9079.0,8268.0,0.0,101.0,119.0,19302.0
