PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BETHLEHEM COMMUNITY,16.47,57.33,45.83,33.33,31.58,60.41,32.05,54.93
BETHLEHEM CHURCH -,31.82,65.32,42.48,0.00,39.53,65.37,48.51,61.42
BRAMLETT ELEMENTARY,12.50,40.32,39.13,100.0,53.33,54.31,35.90,49.47
WESTSIDE MIDDLE,23.08,52.33,40.00,50.00,43.48,56.24,31.72,51.69
FIRE STATION 1,37.80,55.47,47.52,80.00,53.33,62.41,34.31,57.74
WINDER-BARROW HIGH,15.79,53.96,40.51,0.00,35.00,57.80,27.85,52.29
STATHAM ELEMENTARY,48.15,71.59,39.77,20.00,41.18,63.97,36.79,61.11
FIRST BAPTIST CHURCH,24.19,57.76,40.82,0.00,35.48,61.49,36.39,56.66
LIONS CLUB,24.19,54.87,37.38,0.00,36.84,64.56,37.83,59.50
LEISURE SERVICES,23.08,49.07,42.11,0.00,78.26,47.43,21.05,44.40
APALACHEE HIGH,27.78,56.60,42.91,33.33,39.29,58.63,37.01,53.77
MIDWAY UNITED,25.53,60.87,31.94,42.86,56.00,55.98,35.94,52.43
WINDER COMMUNITY,17.65,45.69,46.67,0.00,40.91,56.24,24.23,50.59
CEDAR CREEK BAPTIST,16.33,56.14,46.03,0.00,46.67,58.74,31.75,53.33
COUNTY LINE,19.15,56.16,53.33,50.00,45.00,63.64,36.86,59.13
THE CHURCH AT WINDER,28.28,57.53,48.10,37.50,41.18,57.16,31.48,53.32
88888,0.00,0.00,0.00,0.00,0.00,0.00,inf00,100.0
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,24.15,55.65,42.88,34.62,44.71,59.43,33.94,54.71
