,PRECINCT NAME,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,BETHLEHEM CHURCH -,31.82,65.32,42.48,0.0,39.53,65.37,48.51,61.42
1,BRAMLETT ELEMENTARY,12.5,40.32,39.13,100.0,53.33,54.31,35.9,49.47
2,WESTSIDE MIDDLE,23.08,52.33,40.0,50.0,43.48,56.24,31.72,51.69
3,FIRE STATION 1,37.8,55.47,47.52,80.0,53.33,62.41,34.31,57.74
4,WINDER-BARROW HIGH,15.79,53.96,40.51,0.0,35.0,57.8,27.85,52.29
5,STATHAM ELEMENTARY,48.15,71.59,39.77,20.0,41.18,63.97,36.79,61.11
6,FIRST BAPTIST CHURCH,24.19,57.76,40.82,0.0,35.48,61.49,36.39,56.66
7,LIONS CLUB,24.19,54.87,37.38,0.0,36.84,64.56,37.83,59.5
8,LEISURE SERVICES,23.08,49.07,42.11,0.0,78.26,47.43,21.05,44.4
9,APALACHEE HIGH,27.78,56.6,42.91,33.33,39.29,58.63,37.01,53.77
10,MIDWAY UNITED,25.53,60.87,31.94,42.86,56.0,55.98,35.94,52.43
11,WINDER COMMUNITY,17.65,45.69,46.67,0.0,40.91,56.24,24.23,50.59
12,CEDAR CREEK BAPTIST,16.33,56.14,46.03,0.0,46.67,58.74,31.75,53.33
13,COUNTY LINE,19.15,56.16,53.33,50.0,45.0,63.64,36.86,59.13
14,THE CHURCH AT WINDER,28.28,57.53,48.1,37.5,41.18,57.16,31.48,53.32
15,88888,0.0,0.0,0.0,0.0,0.0,0.0,inf,100.0
16,99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,TOTAL,24.8,55.58,42.7,34.69,45.34,59.36,34.07,54.7
