AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1758.0,1.0,78.0,74.0,0.0,11.0,11.0,0.0,1.0,1.0,0.0,22.0,11.0,0.0,4.0,0.0,0.0,646.0,609.0,0.0,152.0,137.0
30-34,1761.0,1.0,79.0,77.0,0.0,12.0,8.0,0.0,2.0,1.0,0.0,18.0,12.0,0.0,9.0,6.0,2.0,660.0,626.0,0.0,135.0,113.0
35-39,1790.0,0.0,84.0,64.0,0.0,7.0,8.0,0.0,2.0,1.0,0.0,20.0,13.0,0.0,8.0,3.0,1.0,763.0,586.0,0.0,123.0,107.0
40-44,1916.0,1.0,81.0,68.0,0.0,11.0,11.0,0.0,4.0,1.0,0.0,18.0,21.0,0.0,9.0,3.0,0.0,745.0,681.0,1.0,151.0,110.0
45-49,2376.0,0.0,74.0,97.0,0.0,9.0,6.0,0.0,0.0,1.0,0.0,20.0,10.0,0.0,15.0,10.0,0.0,892.0,893.0,0.0,179.0,170.0
50-54,2424.0,0.0,72.0,71.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,19.0,11.0,1.0,7.0,9.0,0.0,974.0,871.0,0.0,214.0,166.0
55-59,2485.0,0.0,60.0,61.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,16.0,18.0,0.0,16.0,6.0,0.0,992.0,923.0,0.0,198.0,188.0
60-64,2292.0,1.0,48.0,53.0,0.0,6.0,11.0,0.0,1.0,0.0,0.0,14.0,15.0,0.0,7.0,6.0,0.0,920.0,852.0,0.0,193.0,165.0
65-OVER,5575.0,0.0,113.0,89.0,0.0,14.0,9.0,0.0,0.0,3.0,0.0,27.0,23.0,0.0,20.0,5.0,2.0,2291.0,2216.0,0.0,431.0,332.0
TOTAL,22377.0,4.0,689.0,654.0,0.0,73.0,75.0,0.0,11.0,9.0,0.0,174.0,134.0,1.0,95.0,48.0,5.0,8883.0,8257.0,1.0,1776.0,1488.0
