AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
25-29,0.0,31.5,50.0,0.0,20.0,44.95,28.0,37.83
30-34,0.0,40.2,33.33,0.0,50.0,57.66,39.13,48.87
35-39,0.0,45.99,0.0,0.0,66.67,66.5,25.0,54.63
40-44,0.0,53.72,25.0,100.0,50.0,66.16,58.33,59.61
45-49,0.0,56.69,20.0,0.0,100.0,67.23,72.73,62.71
50-54,0.0,66.46,40.0,0.0,100.0,71.82,36.36,68.58
55-59,100.0,65.5,100.0,0.0,0.0,71.9,42.11,68.59
60-64,0.0,67.22,0.0,0.0,0.0,74.36,40.0,70.69
65-OVER,20.0,65.78,80.0,0.0,100.0,77.43,52.63,73.58
TOTAL,11.76,55.27,42.86,25.0,53.33,69.5,42.25,62.92
