PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
02,1024.0,1.0,22.0,28.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,4.0,2.0,0.0,474.0,438.0,0.0,25.0,20.0
03,2190.0,0.0,55.0,64.0,0.0,7.0,8.0,0.0,0.0,1.0,0.0,5.0,10.0,0.0,9.0,9.0,0.0,950.0,909.0,1.0,88.0,74.0
04,733.0,1.0,27.0,37.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,263.0,265.0,1.0,63.0,60.0
05,661.0,0.0,22.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,262.0,251.0,0.0,46.0,47.0
06,437.0,1.0,14.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,137.0,142.0,0.0,69.0,53.0
07,921.0,1.0,30.0,37.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,6.0,4.0,1.0,389.0,355.0,0.0,41.0,42.0
08,1834.0,4.0,73.0,62.0,0.0,8.0,3.0,0.0,2.0,0.0,0.0,6.0,7.0,0.0,6.0,4.0,2.0,760.0,690.0,1.0,115.0,91.0
09,4340.0,7.0,120.0,150.0,0.0,8.0,12.0,0.0,1.0,3.0,0.0,4.0,10.0,0.0,14.0,12.0,2.0,1048.0,826.0,5.0,1255.0,863.0
10,1746.0,1.0,72.0,109.0,0.0,8.0,12.0,0.0,1.0,3.0,0.0,12.0,10.0,0.0,6.0,3.0,1.0,727.0,680.0,0.0,51.0,50.0
11,666.0,0.0,15.0,17.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,177.0,183.0,0.0,145.0,122.0
12,1263.0,3.0,37.0,46.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,550.0,496.0,1.0,67.0,54.0
13,1107.0,0.0,56.0,65.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,1.0,0.0,1.0,405.0,387.0,0.0,94.0,76.0
14,444.0,0.0,13.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,170.0,169.0,0.0,39.0,34.0
88888,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0
TOTAL,17371.0,19.0,556.0,671.0,0.0,50.0,53.0,0.0,8.0,11.0,0.0,47.0,55.0,0.0,54.0,39.0,7.0,6314.0,5792.0,9.0,2099.0,1587.0
