PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
04,2795.0,0.0,34.0,28.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,4.0,6.0,0.0,410.0,322.0,0.0,1345.0,616.0
05,2402.0,0.0,24.0,35.0,0.0,8.0,7.0,0.0,2.0,0.0,0.0,7.0,4.0,0.0,12.0,7.0,2.0,989.0,866.0,0.0,270.0,169.0
07,631.0,0.0,8.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,173.0,0.0,161.0,99.0
08,296.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,115.0,123.0,0.0,30.0,18.0
10,472.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,197.0,0.0,27.0,16.0
11,974.0,0.0,12.0,11.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,409.0,379.0,0.0,88.0,64.0
12,794.0,1.0,13.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,345.0,318.0,0.0,64.0,37.0
13,1140.0,0.0,15.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,504.0,502.0,0.0,58.0,43.0
14,250.0,0.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,62.0,0.0,66.0,37.0
15,548.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,262.0,259.0,0.0,9.0,3.0
16,1272.0,1.0,19.0,10.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,501.0,482.0,1.0,150.0,98.0
18,1448.0,0.0,22.0,26.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,552.0,479.0,0.0,223.0,133.0
19,553.0,0.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,270.0,206.0,0.0,36.0,22.0
21,1624.0,0.0,24.0,18.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,483.0,406.0,0.0,460.0,216.0
22,1201.0,0.0,18.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,412.0,380.0,0.0,230.0,132.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,16400.0,2.0,214.0,191.0,0.0,49.0,30.0,0.0,4.0,1.0,0.0,38.0,26.0,0.0,27.0,14.0,5.0,5724.0,5154.0,1.0,3217.0,1703.0
