PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
010,717.0,0.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,332.0,328.0,0.0,12.0,9.0
015,1299.0,0.0,29.0,26.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,618.0,585.0,0.0,19.0,8.0
020,842.0,1.0,12.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,401.0,367.0,0.0,21.0,18.0
025,678.0,0.0,15.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,300.0,309.0,0.0,17.0,14.0
030,2901.0,0.0,60.0,51.0,0.0,1.0,5.0,0.0,1.0,4.0,0.0,8.0,5.0,0.0,2.0,2.0,1.0,1347.0,1190.0,1.0,133.0,90.0
035,257.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,117.0,123.0,0.0,0.0,0.0
040,1022.0,0.0,26.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,491.0,457.0,0.0,7.0,7.0
045,557.0,1.0,11.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,254.0,251.0,0.0,6.0,8.0
050,1073.0,1.0,27.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,0.0,4.0,1.0,0.0,485.0,377.0,0.0,64.0,40.0
055,1714.0,1.0,59.0,64.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,4.0,4.0,0.0,778.0,695.0,0.0,52.0,27.0
060,847.0,1.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,411.0,384.0,0.0,6.0,5.0
065,1891.0,0.0,44.0,35.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,10.0,3.0,0.0,5.0,2.0,1.0,821.0,785.0,0.0,112.0,67.0
075,2240.0,0.0,90.0,68.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,69.0,49.0,0.0,20.0,20.0,0.0,783.0,640.0,0.0,343.0,146.0
076,2090.0,1.0,64.0,54.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,68.0,36.0,0.0,10.0,5.0,0.0,815.0,681.0,0.0,222.0,129.0
080,861.0,1.0,28.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,403.0,369.0,0.0,16.0,13.0
085,415.0,1.0,11.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,216.0,146.0,0.0,17.0,12.0
090,2077.0,1.0,59.0,64.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,9.0,3.0,1.0,812.0,661.0,0.0,294.0,143.0
105,1740.0,0.0,50.0,39.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.0,4.0,0.0,6.0,3.0,0.0,568.0,481.0,0.0,370.0,206.0
110,654.0,0.0,27.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,119.0,103.0,0.0,259.0,118.0
115,529.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,256.0,242.0,0.0,0.0,0.0
125,376.0,0.0,11.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,3.0,1.0,1.0,167.0,151.0,0.0,11.0,6.0
130,1819.0,0.0,34.0,42.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,2.0,1.0,843.0,842.0,0.0,28.0,16.0
135,1412.0,0.0,42.0,36.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,7.0,4.0,0.0,2.0,1.0,0.0,667.0,581.0,0.0,46.0,21.0
140,1579.0,0.0,61.0,48.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,16.0,14.0,1.0,11.0,9.0,0.0,647.0,563.0,0.0,136.0,64.0
88888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
TOTAL,29596.0,9.0,821.0,731.0,1.0,39.0,36.0,0.0,7.0,9.0,0.0,277.0,178.0,1.0,93.0,60.0,7.0,12653.0,11311.0,1.0,2193.0,1169.0
