PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
HACKLEBARNEY/CASON,50.00,13.71,14.29,100.0,22.22,35.68,18.06,29.97
BLACKSHEAR,14.29,15.65,12.50,0.00,33.33,35.98,16.35,33.39
ST JOHNS/BLACKSHEAR,0.00,22.73,0.00,0.00,0.00,40.20,17.58,38.18
OTTER CREEK,33.33,42.31,14.29,100.0,0.00,38.75,23.38,37.60
PATTERSON,33.33,16.03,25.00,0.00,0.00,38.92,20.51,34.05
MERSHON,0.00,5.88,0.00,0.00,0.00,32.35,13.33,29.58
ALABAHA,50.00,17.39,37.50,0.00,0.00,43.07,15.79,40.39
SUNSET/SWEAT,0.00,0.00,0.00,0.00,50.00,44.98,35.71,43.25
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,23.81,15.29,13.33,60.00,17.86,37.79,18.39,34.26
