AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,16.67,2.50,5.56,100.0,0.00,21.53,8.11,17.98
25-29,0.00,3.85,30.00,0.00,66.67,16.18,20.59,15.35
30-34,25.00,1.35,16.67,0.00,33.33,25.76,19.77,22.81
35-39,100.0,0.00,16.67,100.0,0.00,27.34,15.91,24.15
40-44,0.00,8.89,0.00,0.00,0.00,31.61,20.00,29.22
45-49,50.00,9.86,25.00,0.00,25.00,38.10,14.29,34.11
50-54,0.00,17.78,0.00,0.00,0.00,41.43,6.67,36.86
55-59,0.00,19.75,0.00,0.00,20.00,43.77,23.29,39.76
60-64,0.00,27.16,0.00,0.00,0.00,46.74,21.21,43.68
65-OVER,33.33,29.91,25.00,0.00,0.00,52.10,35.63,49.42
TOTAL,23.81,15.29,13.33,60.00,17.86,37.85,18.39,34.30
