PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1A,0.00,26.19,14.29,0.00,40.00,44.48,17.14,41.71
1B,0.00,19.23,33.33,0.00,25.00,41.45,27.27,39.80
1C,33.33,25.93,11.11,0.00,0.00,39.69,21.31,37.29
2A,0.00,24.20,50.00,0.00,0.00,38.21,14.89,34.06
2B,0.00,36.36,0.00,0.00,0.00,40.56,30.00,39.62
2C,100.0,8.330,33.33,100.0,25.00,41.12,18.75,38.74
2D,100.0,27.71,0.00,0.00,50.00,29.85,15.91,28.17
3A,14.29,18.86,5.560,0.00,0.00,30.12,13.55,26.36
3B,0.00,27.27,0.00,0.00,25.00,38.39,22.22,36.67
3C,0.00,50.00,0.00,0.00,0.00,41.61,18.75,39.87
4A,0.00,26.10,9.520,0.00,0.00,21.93,11.27,23.45
4B,0.00,22.27,0.00,0.00,20.00,41.04,23.38,30.60
5A,0.00,22.56,8.000,0.00,25.00,39.43,20.44,34.34
5B,23.08,20.00,12.00,0.00,25.00,39.68,20.31,35.02
5C,0.00,12.50,0.00,0.00,0.00,31.09,20.00,28.47
TOTAL,14.29,23.26,9.490,20.00,13.75,37.67,18.47,33.37
