PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
DEVEREUX 1A,0.00,15.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,222.0,237.0,0.00,205.0,159.0,854.0
DEVEREUX 1B,0.00,7.00,2.00,0.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,35.00,32.00,0.00,330.0,243.0,654.0
LINTON A,0.00,11.00,10.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,4.00,0.00,90.00,85.00,0.00,470.0,380.0,1057.0
LINTON B,0.00,7.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,31.00,0.00,217.0,187.0,481.0
MAYFIELD 3A,0.00,3.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,18.00,19.00,0.00,178.0,148.0,372.0
MAYFIELD 3B,0.00,2.00,14.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,43.00,0.00,370.0,274.0,754.0
DEVEREUX 3C,0.00,3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,63.00,67.00,0.00,52.00,49.00,242.0
SPARTA 4A,0.00,8.00,6.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,66.00,0.00,418.0,354.0,917.0
SPARTA 4B,0.00,5.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,69.00,0.00,144.0,119.0,412.0
SPARTA 4C,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,12.00,17.00,0.00,42.00,46.00,120.0
TOTAL,0.00,62.00,60.00,0.00,11.00,6.00,0.00,0.00,1.00,0.00,3.00,10.00,0.00,3.00,4.00,0.00,652.0,666.0,0.00,2426.0,1959.0,5863.0
