PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
REDSTONE,30.77,21.82,29.03,0.00,16.67,40.31,20.49,36.21
RANDOLPH,8.06,21.37,23.26,0.00,26.67,45.22,30.51,42.71
NEWTOWN,11.11,20.75,27.27,0.00,22.22,42.28,27.10,40.56
HARRISBURG,18.18,38.54,0.00,0.00,25.00,46.63,27.91,44.44
CUNNINGHAM,28.57,36.84,10.53,0.00,14.29,38.56,18.75,36.35
MILLER,0.00,12.50,31.25,0.00,33.33,44.50,13.19,41.85
WILSON,10.00,27.27,12.50,0.00,100.0,43.13,28.95,41.28
HOSCHTON,0.00,18.18,33.33,0.00,14.29,49.42,31.46,46.59
TALMO,0.00,14.81,9.52,0.00,0.00,43.83,11.76,39.75
CENTER,57.14,23.40,11.11,0.00,0.00,38.49,28.57,37.03
ATTICA,12.50,28.26,22.73,0.00,30.77,51.18,38.71,47.93
PORTER,6.45,25.36,24.39,0.00,12.00,45.52,24.06,41.55
88888,0.00,0.00,0.00,0.00,inf00,200.0,0.00,233.33
N JEFFERSON,19.05,21.67,22.14,33.33,14.29,42.39,23.56,39.56
N MINISH,18.75,29.58,8.00,0.00,20.00,41.28,15.20,37.06
S JEFFERSON,8.33,27.06,19.57,0.00,22.22,38.37,22.93,35.39
S MINISH,26.32,28.52,14.81,0.00,10.00,41.19,20.44,38.25
TOTAL,13.61,26.08,20.50,8.33,20.97,43.21,24.24,40.19
