PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
1714,0.00,3.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.000,0.00,110.0,102.0,0.00,46.00,29.00,292.0
318,0.00,10.00,12.00,0.00,1.000,3.000,0.00,0.00,0.00,0.00,3.000,2.000,0.00,7.000,4.000,0.00,590.0,514.0,0.00,104.0,79.00,1329.0
319,0.00,3.000,4.000,0.00,0.00,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,198.0,207.0,0.00,143.0,87.00,645.0
321E,0.00,3.000,1.000,0.00,1.000,0.00,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0.00,2.000,0.00,29.00,32.00,1.000,119.0,66.00,256.0
321W,0.00,7.000,4.000,0.00,2.000,0.00,0.00,1.000,0.00,0.00,1.000,3.000,0.00,1.000,0.00,0.00,140.0,111.0,0.00,402.0,181.0,853.0
322,0.00,5.000,2.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.000,0.00,0.00,224.0,233.0,0.00,51.00,37.00,553.0
CTY1,0.00,3.000,2.000,0.00,0.00,1.000,0.00,0.00,0.00,0.00,0.00,1.000,0.00,0.00,1.000,0.00,62.00,55.00,0.00,138.0,53.00,316.0
CTY2,0.00,3.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.000,1.000,0.00,1.000,0.00,0.00,53.00,65.00,0.00,74.00,36.00,236.0
CTY3,0.00,6.000,2.000,0.00,0.00,1.000,0.00,0.00,0.00,0.00,0.00,1.000,0.00,0.00,1.000,0.00,55.00,59.00,0.00,144.0,50.00,319.0
CTY4,0.00,6.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.000,2.000,0.00,0.00,0.00,0.00,72.00,43.00,0.00,24.00,8.000,158.0
CTY5,0.00,9.000,4.000,0.00,1.000,1.000,0.00,0.00,0.00,0.00,2.000,0.00,0.00,2.000,0.00,0.00,101.0,95.00,0.00,189.0,93.00,497.0
CTY6,0.00,3.000,4.000,0.00,1.000,0.00,0.00,0.00,1.000,0.00,2.000,2.000,0.00,5.000,1.000,1.000,330.0,292.0,0.00,116.0,59.00,817.0
MERI,0.00,18.00,9.000,0.00,2.000,3.000,0.00,0.00,0.00,0.00,3.000,2.000,0.00,2.000,4.000,0.00,351.0,358.0,0.00,102.0,69.00,923.0
MONT,0.00,6.000,11.00,0.00,0.00,1.000,0.00,0.00,0.00,0.00,1.000,1.000,0.00,1.000,0.00,0.00,416.0,387.0,0.00,220.0,133.0,1177.0
TOTAL,0.00,85.00,57.00,0.00,8.000,11.00,0.00,1.000,1.000,0.00,17.00,16.00,0.00,21.00,16.00,1.000,2731.0,2553.0,1.000,1872.0,980.0,8371.0
