PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ACWORTH 1A,34.24,37.34,12.50,35.90
ACWORTH 1B,31.05,33.80,50.00,32.63
ACWORTH 1C,25.93,29.79,0.00,28.03
ADDISON 01,41.64,48.63,33.33,45.28
AUSTELL 1A,21.75,30.48,0.00,26.71
BELLS FERRY 02,38.15,39.81,60.00,39.04
BELLS FERRY 03,33.76,36.30,14.29,35.03
BIG SHANTY 01,36.48,35.57,0.00,35.96
BIG SHANTY 02,40.98,44.07,20.00,42.57
BAKER 01,32.58,32.87,16.67,32.71
BIRNEY 01,29.39,31.37,0.00,30.48
BIRNEY 02,34.39,37.16,33.33,35.90
BRYANT 01,27.78,38.83,0.00,34.05
BRYANT 02,15.56,19.55,16.67,18.03
BLACKWELL 01,36.58,40.65,33.33,38.68
CHATTAHOOCHEE 01,20.59,22.11,0.00,21.40
CHEATHAM HILL 02,44.57,43.47,50.00,44.01
CHEATHAM HILL 03,45.21,45.47,50.00,45.35
CHALKER 01,28.78,31.09,45.45,30.07
CLARKDALE 01,29.18,33.08,0.00,31.35
CLARKDALE 02,29.67,34.50,50.00,32.30
COOPER 01,25.03,27.90,0.00,26.73
CHESTNUT RIDGE 01,48.93,52.13,0.00,50.56
DICKERSON 01,45.76,47.70,25.00,46.74
DOBBINS 01,15.68,17.87,0.00,16.89
DOWELL 01,41.68,41.71,40.00,41.70
DODGEN 01,46.29,49.39,0.00,47.79
DURHAM 01,38.51,41.02,0.00,39.74
DAVIS 01,39.36,43.43,100.0,41.56
EASTSIDE 01,47.66,50.30,0.00,49.00
EASTSIDE 02,48.66,50.35,50.00,49.53
ELIZABETH 01,19.62,24.78,8.33,22.28
ELIZABETH 02,42.27,43.40,100.0,42.89
ELIZABETH 03,44.19,49.22,0.00,46.87
ELIZABETH 04,32.89,34.10,0.00,33.53
ELIZABETH 05,40.02,43.66,16.67,41.90
EAST PIEDMONT 01,32.84,33.81,0.00,33.35
FAIR OAKS 01,24.61,30.53,0.00,27.86
FAIR OAKS 02,21.06,22.82,27.27,22.09
FAIR OAKS 04,23.86,23.83,0.00,23.80
FAIR OAKS 05,20.48,20.63,0.00,20.54
FULLERS PARK 01,43.73,43.75,25.00,43.72
FORD 01,40.15,40.80,0.00,40.45
FREY 01,39.69,42.02,0.00,40.88
GARRISON MILL 01,43.07,45.90,33.33,44.50
GRITTERS 01,36.14,39.70,50.00,38.01
HARMONY-LELAND 01,26.15,35.66,0.00,31.65
HARRISON 01,42.58,44.41,0.00,43.52
HIGHTOWER 01,44.73,48.26,40.00,46.56
HAYES 01,40.73,44.58,28.57,42.65
KENNESAW 1A,34.43,35.81,0.00,35.17
KENNESAW 2A,30.47,34.33,33.33,32.50
KENNESAW 3A,24.58,27.03,0.00,26.03
KENNESAW 4A,33.03,36.18,50.00,34.75
KENNESAW 5A,38.81,38.79,25.00,38.79
KELL 01,39.25,44.68,100.0,42.10
KEMP 01,46.38,47.75,100.0,47.13
KEMP 02,44.55,45.30,20.00,44.92
KEMP 03,44.13,44.46,66.67,44.32
LASSITER 01,41.85,43.51,16.67,42.65
LINDLEY 01,33.00,35.57,40.00,34.39
LOST MOUNTAIN 01,45.58,47.74,0.00,46.67
LOST MOUNTAIN 02,43.57,44.23,0.00,43.83
LOST MOUNTAIN 03,41.24,45.03,0.00,43.16
LOST MOUNTAIN 04,39.62,42.86,0.00,41.28
LEWIS 01,41.83,45.71,0.00,43.82
MABLETON 01,34.42,38.67,12.50,36.77
MABLETON 02,24.50,29.91,0.00,27.49
MABLETON 03,36.62,36.38,0.00,36.41
MABLETON 04,44.17,45.77,100.0,45.05
MABRY 01,44.73,50.30,33.33,47.50
MACLAND 01,28.28,35.21,0.00,32.07
MURDOCK 01,46.35,48.25,37.50,47.30
MCEACHERN 01,37.47,41.54,50.00,39.66
MCCLESKEY 01,46.15,45.89,0.00,46.01
MCCLURE 01,45.50,45.74,50.00,45.64
MARIETTA 1A,21.39,22.15,0.00,21.77
MARIETTA 2A,50.43,53.84,25.00,52.23
MARIETTA 2B,36.63,37.71,0.00,37.17
MARIETTA 3A,35.53,36.94,20.00,36.38
MARIETTA 4A,61.08,62.09,0.00,61.64
MARIETTA 4B,38.26,36.91,100.0,37.55
MARIETTA 4C,50.42,49.42,100.0,49.90
MARIETTA 5A,24.30,28.83,0.00,26.89
MARIETTA 5B,16.84,19.47,0.00,18.28
MARIETTA 6A,19.60,20.46,0.00,20.06
MARIETTA 6B,40.84,44.69,50.00,42.90
MARIETTA 7A,13.71,16.04,12.50,15.00
MARS HILL 01,37.85,38.29,0.00,38.01
MARS HILL 02,33.52,36.56,0.00,35.12
MT BETHEL 01,44.29,47.07,20.00,45.69
MT BETHEL 03,40.85,43.08,16.67,42.05
MT BETHEL 04,44.04,45.64,0.00,44.85
NORTH COBB 01,37.26,37.08,33.33,37.16
NICKAJACK 01,26.36,29.28,0.00,28.02
NORTON PARK 01,31.50,33.20,33.33,32.44
NICHOLSON 01,38.83,41.71,0.00,40.33
OAKDALE 01,35.13,37.49,0.00,36.39
OREGON 01,46.93,51.15,0.00,49.05
OREGON 02,29.86,34.54,33.33,32.51
OREGON 03,22.15,26.49,0.00,24.64
OREGON 04,29.22,35.11,0.00,32.43
OREGON 05,40.47,43.79,25.00,42.19
PEBBLEBROOK 01,27.14,32.74,25.00,30.26
POWERS FERRY 01,37.21,38.77,0.00,38.00
PINE MOUNTAIN 01,41.56,44.23,0.00,42.91
PINE MOUNTAIN 02,51.17,49.93,20.00,50.47
POST OAK 01,44.65,45.20,0.00,44.87
POPE 01,42.65,45.14,0.00,43.91
PALMER 01,38.35,38.74,0.00,38.54
POWDER SPRINGS 1A,36.87,38.30,28.57,37.66
POWDER SPRINGS 2A,25.83,32.51,0.00,29.64
POWDER SPRINGS 3A,30.95,36.45,33.33,34.01
PITNER 01,36.76,39.69,40.00,38.28
ROCKY MOUNT 01,40.58,42.68,0.00,41.60
RIVERSIDE 01,15.99,26.92,0.00,22.36
ROSWELL 01,46.40,50.39,14.29,48.38
ROSWELL 02,43.06,44.62,0.00,43.81
SANDY PLAINS 01,39.15,41.71,50.00,40.50
SHALLOWFORD FALLS 01,48.78,49.40,50.00,49.10
SIMPSON 01,37.95,42.13,50.00,40.16
SEWELL MILL 01,43.50,45.27,40.00,44.42
SEWELL MILL 03,33.05,31.71,14.29,32.26
SMYRNA 1A,23.49,27.58,25.00,25.79
SMYRNA 2A,24.33,29.84,10.00,27.52
SMYRNA 3A,32.03,34.56,33.33,33.43
SMYRNA 4A,40.29,40.35,45.45,40.33
SMYRNA 5A,29.43,31.45,0.00,30.51
SMYRNA 6A,37.49,38.87,40.00,38.23
SMYRNA 7A,35.47,39.31,8.33,37.51
SOPE CREEK 01,48.42,51.08,50.00,49.79
SOPE CREEK 02,37.72,38.58,0.00,38.12
SOPE CREEK 03,41.01,42.77,20.00,41.94
SWEETWATER 01,34.92,38.59,33.33,36.92
SWEETWATER 02,20.50,23.72,0.00,22.51
TERRELL MILL 01,24.02,25.38,50.00,24.83
TIMBER RIDGE 01,46.45,49.84,0.00,48.15
VAUGHAN 01,42.48,44.41,100.0,43.52
VININGS 01,33.37,37.85,0.00,35.82
VININGS 02,25.89,29.20,27.27,27.72
VININGS 03,31.02,32.48,50.00,31.87
VININGS 04,41.43,42.48,12.50,41.92
WADE GREEN 02,35.72,36.99,0.00,36.36
WILLEO 01,45.21,46.12,50.00,45.67
TOTAL,35.46,37.46,20.87,36.52
