AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,11.11,7.88,8.42,16.67,8.20,12.69,7.78,10.36
25-29,6.67,4.22,4.40,0.00,11.27,11.09,9.33,9.13
30-34,7.14,5.90,5.88,0.00,5.08,13.33,13.11,11.58
35-39,9.68,10.18,6.67,0.00,14.29,17.55,14.32,15.33
40-44,10.71,14.19,16.42,0.00,7.14,21.93,16.07,19.07
45-49,12.50,19.15,5.08,0.00,3.45,28.63,22.10,24.98
50-54,18.18,23.45,17.46,25.00,17.07,34.65,23.54,30.53
55-59,13.04,28.30,35.14,0.00,16.00,39.95,27.64,35.98
60-64,33.33,34.00,22.58,100.0,21.05,43.37,29.89,39.83
65-OVER,21.62,34.43,12.82,0.00,34.38,47.72,33.94,43.86
TOTAL,14.64,18.34,11.48,10.71,12.53,30.05,18.49,25.53
