AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,10.28,7.270,0.00,8.110,16.49,8.270,10.94
25-29,12.50,8.650,8.930,0.00,5.480,15.09,7.890,9.820
30-34,2.940,16.04,15.69,0.00,10.53,20.56,13.50,16.84
35-39,5.880,21.82,5.410,0.00,10.00,26.28,15.09,22.40
40-44,15.38,25.14,16.67,0.00,30.77,31.98,12.18,26.29
45-49,5.260,28.40,16.67,0.00,13.33,32.19,19.40,28.83
50-54,7.410,34.44,20.00,0.00,23.53,40.00,22.90,35.47
55-59,25.00,38.52,32.00,50.00,29.41,44.15,21.21,39.96
60-64,6.250,43.29,10.53,0.00,20.00,50.14,27.97,45.19
65-OVER,11.43,42.75,26.92,100.0,40.00,49.01,33.33,45.66
TOTAL,8.850,25.45,14.41,9.520,14.92,38.25,16.71,28.89
