PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
0001,0.00,8.330,13.33,0.00,0.00,44.51,26.09,42.29
0002,0.00,0.00,0.00,0.00,66.67,41.63,32.00,40.17
0003,0.00,100.0,0.00,100.0,0.00,46.60,9.090,45.25
0004,0.00,0.00,5.560,0.00,25.00,40.54,20.00,37.10
0005,0.00,0.00,0.00,0.00,0.00,50.00,60.00,49.49
0006,0.00,26.47,17.65,0.00,42.86,43.23,32.18,40.52
0007,0.00,11.11,4.170,0.00,0.00,37.93,15.38,35.65
0008,50.00,0.00,20.00,0.00,0.00,46.76,22.73,45.19
0009,14.29,20.00,50.00,0.00,0.00,40.31,25.93,39.18
0010,20.00,17.24,0.00,0.00,0.00,43.49,22.45,41.40
0011,0.00,20.00,16.67,0.00,100.0,44.74,27.12,43.34
0012,100.0,0.00,0.00,0.00,100.0,44.32,12.50,42.83
0013,0.00,50.00,15.38,0.00,66.67,43.16,23.53,41.76
TOTAL,5.480,19.58,10.40,14.29,36.67,43.32,25.48,41.36
