PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
0871,32.00,23.38,12.00,50.00,11.76,28.82,20.63,27.66
0917,0.00,15.38,0.00,0.00,28.57,30.35,26.38,29.88
0944,0.00,24.14,19.23,0.00,12.50,35.98,24.95,34.44
0953,0.00,24.32,42.86,100.0,0.00,42.51,25.00,40.43
1161,0.00,0.00,50.00,0.00,50.00,34.63,37.69,34.99
1501,42.86,17.50,31.03,0.00,26.67,31.61,27.39,30.84
1809,0.00,13.33,0.00,0.00,33.33,33.69,18.26,30.57
1812,20.00,10.68,5.410,0.00,14.81,25.35,16.12,23.57
1818,18.75,12.90,8.330,0.00,16.67,33.89,25.00,32.43
1851,0.00,33.33,42.86,0.00,0.00,40.36,31.16,39.27
1893,0.00,10.20,27.27,0.00,14.29,23.01,18.71,21.86
TOTAL,23.46,16.84,19.23,30.00,15.92,31.37,23.15,29.98
