PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
01,0.00,11.11,0.00,0.00,50.00,100.0,0.00,0.00,0.00,0.00,100.0,0.00,0.00,0.00,0.00,0.00,44.50,49.35,0.00,33.33,25.00,43.29
02,0.00,26.67,13.33,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,16.67,0.00,34.12,39.63,0.00,26.46,16.07,32.47
03,0.00,15.79,9.090,0.00,0.00,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.93,35.29,0.00,33.64,25.08,29.96
04,0.00,25.00,20.00,0.00,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.20,30.12,0.00,45.65,27.27,34.38
05,0.00,19.05,15.38,0.00,25.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,37.65,36.77,0.00,27.85,18.94,29.26
06,0.00,20.69,14.81,0.00,33.33,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,50.00,0.00,0.00,39.92,36.19,0.00,36.53,25.23,33.82
07,0.00,17.24,13.64,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.86,36.05,0.00,32.75,17.70,29.69
08,0.00,42.86,16.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,50.00,0.00,43.33,44.23,0.00,30.83,26.42,36.86
09,0.00,14.29,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.91,40.00,0.00,27.50,25.71,36.76
10,0.00,41.38,8.110,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.46,45.04,0.00,26.98,21.05,33.07
11,0.00,25.00,25.00,0.00,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,43.76,39.89,0.00,25.15,25.19,36.91
12,0.00,30.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,37.00,45.13,0.00,28.33,15.56,34.28
13,0.00,31.25,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.09,47.25,0.00,13.51,4.760,37.53
14,0.00,20.00,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.30,46.08,0.00,0.00,0.00,47.87
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,0.00,25.41,14.82,0.00,33.33,18.75,0.00,0.00,0.00,0.00,16.67,3.850,0.00,27.27,15.38,0.00,38.60,40.25,0.00,30.26,21.32,33.26
