AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,9.480,8.330,0.00,0.00,13.64,9.090,10.11
25-29,0.00,8.080,11.11,0.00,0.00,14.74,8.700,9.510
30-34,0.00,9.740,25.00,0.00,0.00,22.79,20.00,13.42
35-39,0.00,13.03,0.00,0.00,0.00,28.33,5.560,16.30
40-44,0.00,19.42,0.00,0.00,0.00,33.54,11.11,23.75
45-49,8.330,21.52,0.00,0.00,100.0,27.54,16.67,23.14
50-54,20.00,28.60,40.00,0.00,0.00,39.49,30.00,31.79
55-59,0.00,31.25,0.00,0.00,0.00,42.62,21.43,34.49
60-64,18.18,36.08,0.00,0.00,0.00,48.66,15.38,40.53
65-OVER,0.00,33.25,0.00,0.00,0.00,47.54,28.57,39.82
TOTAL,7.550,22.19,13.95,0.00,4.170,37.75,14.91,27.01
