PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
01,0.00,10.00,11.00,0.00,2.000,1.000,0.00,0.00,0.00,0.00,2.000,1.000,0.00,0.00,0.00,1.000,187.0,165.0,0.00,24.00,21.00,425.0
02,2.000,37.00,52.00,0.00,9.000,5.000,0.00,1.000,0.00,0.00,7.000,4.000,0.00,4.000,5.000,0.00,588.0,452.0,0.00,244.0,125.0,1535.0
03,0.00,24.00,27.00,0.00,2.000,1.000,0.00,0.00,0.00,0.00,0.00,1.000,0.00,1.000,2.000,0.00,121.0,74.00,0.00,419.0,290.0,962.0
04,0.00,7.000,7.000,0.00,1.000,1.000,0.00,0.00,0.00,0.00,1.000,0.00,0.00,0.00,0.00,0.00,95.00,79.00,0.00,44.00,49.00,284.0
05,0.00,50.00,47.00,0.00,3.000,1.000,0.00,1.000,0.00,0.00,3.000,3.000,0.00,0.00,2.000,1.000,448.0,387.0,0.00,553.0,377.0,1876.0
06,0.00,38.00,33.00,0.00,2.000,1.000,0.00,0.00,0.00,0.00,2.000,2.000,0.00,1.000,0.00,0.00,282.0,297.0,0.00,270.0,219.0,1147.0
07,0.00,100.0,133.0,0.00,3.000,5.000,0.00,1.000,3.000,0.00,11.00,4.000,0.00,1.000,0.00,1.000,690.0,681.0,0.00,483.0,385.0,2501.0
08,0.00,52.00,84.00,0.00,3.000,0.00,0.00,1.000,1.000,0.00,2.000,1.000,0.00,1.000,1.000,0.00,386.0,388.0,0.00,244.0,208.0,1372.0
09,0.00,12.00,8.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.000,1.000,0.00,0.00,0.00,0.00,142.0,137.0,0.00,37.00,40.00,380.0
10,0.00,41.00,47.00,0.00,3.000,2.000,0.00,0.00,0.00,0.00,1.000,0.00,0.00,0.00,1.000,1.000,339.0,277.0,0.00,338.0,258.0,1308.0
11,0.00,28.00,31.00,0.00,5.000,0.00,0.00,1.000,0.00,0.00,1.000,4.000,0.00,4.000,2.000,0.00,426.0,363.0,0.00,149.0,125.0,1139.0
12,0.00,24.00,17.00,0.00,0.00,1.000,0.00,0.00,0.00,0.00,1.000,2.000,0.00,0.00,0.00,0.00,227.0,192.0,0.00,128.0,87.00,679.0
13,0.00,18.00,16.00,0.00,0.00,0.00,0.00,1.000,0.00,0.00,0.00,1.000,0.00,0.00,1.000,0.00,190.0,180.0,0.00,40.00,24.00,471.0
14,0.00,6.000,5.000,0.00,1.000,0.00,0.00,1.000,0.00,0.00,0.00,1.000,0.00,0.00,0.00,0.00,88.00,95.00,0.00,4.000,1.000,202.0
TOTAL,2.000,447.0,518.0,0.00,34.00,18.00,0.00,7.000,4.000,0.00,34.00,25.00,0.00,12.00,14.00,4.000,4209.0,3767.0,0.00,2977.0,2209.0,14281.0
