AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,5.260,0.00,0.00,7.860,2.360,7.130
25-29,0.00,0.00,0.00,0.00,28.57,7.370,2.530,6.990
30-34,0.00,0.00,0.00,0.00,0.00,9.480,7.810,9.170
35-39,14.29,0.00,28.57,100.0,0.00,12.83,14.04,12.98
40-44,0.00,0.00,0.00,0.00,0.00,14.64,3.700,13.88
45-49,33.33,0.00,14.29,0.00,0.00,16.85,4.480,16.06
50-54,0.00,0.00,0.00,0.00,20.00,21.89,9.210,20.80
55-59,25.00,0.00,16.67,25.00,33.33,22.74,18.85,22.51
60-64,25.00,0.00,28.57,20.00,66.67,29.41,18.70,28.80
65-OVER,37.50,0.00,18.18,40.00,0.00,35.27,18.85,34.52
TOTAL,18.42,0.00,9.090,18.52,16.13,23.95,12.04,23.10
