PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,2.00
BLOWING CAVE,0.00,20.00,28.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,11.00,11.00,0.00,0.00,1.00,1.00,347.0,283.0,0.00,51.00,25.00,781.0
CAIRO 4TH DISTR,0.00,77.00,84.00,0.00,8.00,1.00,0.00,1.00,0.00,0.00,12.00,4.00,0.00,2.00,2.00,0.00,247.0,207.0,4.00,1030.0,717.0,2396.0
CAIRO 5TH DISTR,1.00,72.00,70.00,0.00,15.00,9.00,0.00,1.00,0.00,0.00,30.00,32.00,0.00,8.00,13.00,0.00,783.0,586.0,2.00,524.0,286.0,2432.0
DUNCANVILLE,0.00,17.00,17.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,153.0,158.0,0.00,58.00,50.00,457.0
HIGDON,0.00,12.00,34.00,0.00,3.00,1.00,0.00,1.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,297.0,251.0,0.00,111.0,81.00,797.0
LIMESINK,0.00,8.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,129.0,96.00,0.00,29.00,17.00,287.0
MIDWAY,0.00,33.00,34.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,5.00,13.00,0.00,1.00,1.00,0.00,537.0,486.0,0.00,102.0,75.00,1293.0
PINE PARK,0.00,24.00,37.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,10.00,6.00,0.00,2.00,1.00,0.00,306.0,277.0,0.00,157.0,91.00,913.0
RAGAN,0.00,10.00,9.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,2.00,0.00,196.0,151.0,0.00,59.00,44.00,477.0
SPENCE,0.00,18.00,20.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,4.00,3.00,0.00,1.00,0.00,0.00,327.0,285.0,0.00,14.00,8.00,686.0
SPRING HILL,0.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,2.00,0.00,1.00,0.00,0.00,242.0,217.0,0.00,14.00,22.00,513.0
WHIGHAM,0.00,42.00,33.00,0.00,12.00,8.00,0.00,1.00,1.00,0.00,1.00,8.00,0.00,5.00,3.00,0.00,422.0,403.0,0.00,126.0,104.0,1169.0
WOODLAND,0.00,54.00,60.00,0.00,5.00,3.00,0.00,1.00,4.00,0.00,13.00,15.00,0.00,0.00,3.00,0.00,972.0,848.0,0.00,85.00,66.00,2129.0
TOTAL,1.00,389.0,439.0,0.00,55.00,31.00,0.00,5.00,6.00,0.00,97.00,100.0,0.00,22.00,26.00,1.00,4959.0,4249.0,6.00,2360.0,1586.0,14332.0
