AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,4.460,0.00,0.00,0.00,2.470,0.00,3.520
25-29,0.00,3.450,0.00,0.00,0.00,10.47,0.00,5.810
30-34,0.00,9.380,0.00,0.00,0.00,6.020,0.00,7.690
35-39,0.00,10.14,0.00,0.00,0.00,14.08,0.00,10.64
40-44,0.00,21.95,0.00,0.00,0.00,4.230,0.00,15.31
45-49,0.00,17.60,50.00,0.00,0.00,17.11,14.29,17.54
50-54,0.00,20.41,0.00,0.00,0.00,21.11,0.00,19.54
55-59,0.00,21.34,0.00,0.00,0.00,24.32,20.00,22.22
60-64,0.00,27.33,20.00,0.00,0.00,29.37,33.33,27.97
65-OVER,0.00,34.54,0.00,0.00,0.00,26.11,10.00,30.09
TOTAL,0.00,19.92,12.50,0.00,0.00,18.96,6.740,19.00
