PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
131,0.00,27.37,0.00,0.00,0.00,28.32,11.11,26.94
334,0.00,40.91,0.00,0.00,100.0,29.84,9.520,35.99
566,0.00,31.78,0.00,0.00,0.00,23.55,18.75,25.54
718A,28.57,31.03,0.00,100.0,40.00,31.86,14.58,30.88
718B,0.00,28.48,0.00,0.00,0.00,0.00,20.00,27.83
934,0.00,22.22,0.00,0.00,0.00,30.50,12.50,29.14
947,0.00,14.29,0.00,0.00,0.00,22.73,50.00,22.67
954,0.00,46.84,0.00,0.00,0.00,25.00,0.00,37.70
998,0.00,17.65,0.00,0.00,0.00,32.18,0.00,28.70
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,25.00,33.04,0.00,50.00,33.33,29.17,13.49,30.84
