AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,13.33,0.00,0.00,0.00,10.00,2.17,10.71
25-29,0.00,7.78,0.00,0.00,0.00,7.58,9.68,7.69
30-34,0.00,12.04,0.00,0.00,0.00,6.57,30.77,10.28
35-39,0.00,20.00,0.00,0.00,0.00,10.77,10.00,14.56
40-44,0.00,25.90,0.00,0.00,0.00,13.59,7.69,18.28
45-49,0.00,32.75,0.00,0.00,0.00,21.34,4.00,24.60
50-54,50.00,35.81,0.00,0.00,50.00,24.67,10.00,28.40
55-59,0.00,37.05,0.00,0.00,33.33,25.00,17.02,28.96
60-64,0.00,50.36,0.00,0.00,0.00,32.81,20.83,39.65
65-OVER,0.00,48.48,16.67,0.00,0.00,40.16,18.18,42.29
TOTAL,9.09,31.25,2.38,0.00,7.41,24.77,12.94,26.56
