PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
0001,2.000,153.0,149.0,0.00,9.000,7.000,0.00,1.000,2.000,0.00,6.000,5.000,0.00,2.000,0.00,0.00,1187.0,1031.0,1.000,305.0,231.0,3091.0
0002,1.000,128.0,149.0,0.00,4.000,4.000,1.000,2.000,0.00,0.00,12.00,8.000,0.00,5.000,5.000,2.000,1363.0,1109.0,1.000,79.00,47.00,2920.0
3A,0.00,58.00,68.00,0.00,3.000,4.000,0.00,0.00,1.000,0.00,3.000,2.000,1.000,6.000,3.000,1.000,697.0,605.0,0.00,13.00,12.00,1477.0
3B,0.00,59.00,63.00,0.00,2.000,0.00,0.00,0.00,2.000,0.00,4.000,4.000,0.00,0.00,2.000,2.000,573.0,487.0,0.00,16.00,13.00,1227.0
4A,0.00,33.00,53.00,0.00,3.000,1.000,0.00,0.00,0.00,0.00,4.000,3.000,0.00,3.000,3.000,1.000,503.0,407.0,0.00,86.00,59.00,1159.0
4B,0.00,11.00,22.00,0.00,1.000,0.00,0.00,0.00,0.00,0.00,6.000,2.000,0.00,2.000,1.000,0.00,186.0,165.0,0.00,6.000,9.000,411.0
4C,0.00,39.00,46.00,0.00,2.000,0.00,0.00,0.00,1.000,0.00,4.000,3.000,0.00,2.000,1.000,0.00,397.0,336.0,0.00,15.00,11.00,857.0
4D,0.00,7.000,9.000,0.00,0.00,3.000,0.00,1.000,0.00,0.00,4.000,1.000,0.00,0.00,0.00,0.00,117.0,119.0,0.00,1.000,2.000,264.0
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.000,0.00,0.00,0.00,0.00,1.000
99999,0.00,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.000
TOTAL,3.000,489.0,559.0,0.00,24.00,19.00,1.000,4.000,6.000,0.00,43.00,28.00,1.000,20.00,15.00,6.000,5024.0,4259.0,2.000,521.0,384.0,11408.0
