AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.510,3.230,0.00,0.00,8.100,4.000,6.510
25-29,0.00,4.310,0.00,0.00,12.50,9.960,3.700,8.240
30-34,0.00,9.520,0.00,0.00,0.00,8.980,5.060,8.350
35-39,0.00,9.320,11.11,0.00,16.67,11.84,6.250,10.81
40-44,100.0,12.96,0.00,0.00,0.00,16.90,7.270,15.45
45-49,0.00,17.70,0.00,0.00,20.00,18.44,12.50,17.58
50-54,0.00,14.63,0.00,100.0,25.00,22.14,11.59,20.18
55-59,50.00,16.03,0.00,0.00,33.33,27.29,11.27,24.08
60-64,0.00,29.09,0.00,0.00,0.00,31.04,17.39,29.75
65-OVER,0.00,25.91,66.67,50.00,33.33,42.82,15.31,39.43
TOTAL,8.700,15.81,4.000,20.00,13.04,24.19,8.560,21.38
