PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1A,8.21,8.77,0.00,8.50
2A,15.57,12.81,0.00,14.11
3A,21.25,18.66,0.00,19.85
4A,18.13,17.92,0.00,17.99
5A,6.84,8.08,0.00,7.49
6A,7.24,6.76,0.00,7.00
AN,8.81,7.91,0.00,8.34
CA,11.99,10.37,0.00,11.15
CO,15.14,10.55,0.00,12.72
DG,13.96,12.05,0.00,12.95
ES,10.03,7.26,33.33,8.59
FI,14.38,11.25,0.00,12.79
GL,9.07,9.42,0.00,9.25
LT,12.42,9.83,0.00,11.10
MC,14.18,12.34,0.00,13.22
NI,11.87,11.11,0.00,11.47
PG,14.38,12.55,0.00,13.36
TH,13.02,11.37,20.00,12.15
TI,12.17,14.07,0.00,13.11
TR,14.00,15.99,0.00,14.99
UT,13.48,11.82,0.00,12.61
VA,15.25,12.75,20.00,13.95
WS,13.72,12.39,0.00,13.03
TOTAL,13.25,11.79,6.00,12.48
